sentence,mdd,t_depth,no_change,summarizing,bigrams,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes,NN,VB,JJ,PREPOSITION,DEF,CONJ,BN,NNP,NNT,TEMP,RB,CC,AT,QW,REL,PRP,IN,DTT,DT,MD
מדובר בחלק מההסתגלות לאוויר אחרי זמן רב בסביבה מימית.,7.47,15,0,1,8,9,44,4.889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,10,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"אם למרות נקיטת צעדים אלו, אדם מפר את הוראות החוק מומלץ לפעול על פי הצעדים הבאים:הפנה את תשומת לבו של המעשן לכך שהעישון אסור במקום ולשילוט האוסר על עישון, ודרוש בנימוס לחדול מיד מהעישון או לחילופין לצאת ולעשן מחוץ למקום.",27.67,56,0,1,39,41,176,4.293,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,2,14,20,6,6,6,8,0,4,4,4,0,4,2,6,0,0,2
פגיעה ממעשה אלימות שמטרתו העיקרית פגיעה באדם בשל השתייכותו למוצא לאומי-אתני ושנובע מהסכסוך הישראלי-ערבי.,12.46,25,0,1,13,16,88,5.5,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,4,10,10,2,2,4,2,0,0,0,0,0,4,0,2,0,0,0
"תשלום דו חודשי המתבצע עד ה-14 לחודש אי זוגי, כלומר – עד 13, 15, 17 וכן הלאה.",11.47,21,0,1,16,17,54,3.176,8,6,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,2,2,4,2,2,4,0,0,2,2,0,0,2,0,4,0,0,0
"אם מדובר במסמכים רפואיים נוספים, תתבקש להגיש אותם, ואם בבדיקות רפואיות, תתבקש לבצע את הבדיקות.",9.06,19,0,1,14,15,76,5.067,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,4,2,2,2,4,2,0,0,2,2,0,0,0,0,0,0,0
"האם אנחנו ""זקנים מדי"" כדי לנסוע?",3.4,5,1,0,5,6,24,4.0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,2,2,0,0,0
"מניחים שישנם גורמים רבים המשפיעים על הופעת המחלה ובהן: תורשה, תזונה לקויה, תגובה של מערכת החיסון ומחלות נגיפיות.",12.13,26,0,1,17,18,91,5.056,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,4,4,4,4,6,4,0,0,0,0,0,4,0,2,0,0,0
"קריטריונים להסעה תלמידי החינוך המיוחד, החל מכיתות הגן גילאי 3 ועד גיל 21, המשובצים במוסדות החינוך המיוחד זכאים להסעה מאורגנת מיוחדת, ללא קשר להגבלת המרחק: עיכוב התפתחות, הפרעת תקשורת, תלמידים עם מגבלה שכלית קשה/עמוק וסיעודי, משותקי מוחין ובעלי נכויות פיזיות קשות, אוטיסטים/ASD, בעלי הפרעות נפשיות קשות וחולי נפש, תלמידים בעלי מגבלה שכלית בינונית רב- בעייתי, תלמידים בעלי מגבלה שכלית קשה/עמוקה/סיעודית, חירשים וכבדי שמיעה, עיוורים ולקויי ראייה.",40.97,80,0,1,65,70,359,5.129,3,22,0,14,0,0,0,0,0,0,0,5,0,0,0,0,4,38,6,24,16,16,10,2,28,20,0,0,0,0,0,4,0,6,0,0,0
אנשי המקצוע האלה יבדקו ביסודיות את החומר שהוגש.,6.92,14,0,1,7,8,39,4.875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,8,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0
הטיפול באינסולין טומן בחובו סיכונים.,4.62,7,0,1,4,5,31,6.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
התינוק החדש מבלה את רוב שעות היממה במיטה.,5.5,10,0,1,7,8,33,4.125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,6,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0
אני רוצה להיניק אבל הגעתי הביתה והשדיים כואבים.,5.9,12,1,0,7,8,39,4.875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,4,2,2,0,0,0,2,2,0,0,0,2,0,0,0,0
האחריות למניעת חשיפת הציבור לעישון כפוי חלה גם על מניעת חשיפת העובדים במקום ציבורי.,9.56,20,0,1,13,14,69,4.929,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,6,8,0,2,2,8,0,2,0,0,0,0,0,2,0,0,0
"חולים בסוכרת מבוגרים יכולים להסתדר בדרך כלל רק בעזרת דיאטה מתאימה או בעזרת שילוב של דיאטה ושל כדורים, ללא צורך בנטילת אינסולין, לפחות בשנים הראשונות אחרי גילוי מחלתם.",17.59,34,0,1,27,28,136,4.857,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,14,4,2,2,6,8,0,4,2,0,0,0,0,4,0,0,2
"בתוך זמן מה תלמדו להכיר את התינוק, להבחין בין בכי הנובע מרעב או מסיבות אחרות ולהיענות לצרכיו.",11.0,21,0,1,16,17,75,4.412,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,6,6,2,0,0,0,0,0,2,2,2,0,0,4,0,0,0
מהי סוכרת נעורים?,2.0,2,1,0,2,3,14,4.667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0
"מהניסיון המצטבר ידוע שכ־10% מהילדים מפגינים קשיים שונים בהתפתחותם, אך רק אצל חלקם מאובחן קושי משמעותי וכרוני.",13.19,24,0,1,16,18,89,4.944,2,4,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,14,0,6,8,8,2,6,0,0,0,2,2,0,0,2,0,2,0,0,0
"הוועדה כוללת רופא מומחה שתפקידו לקבוע את דרגת הנכות שלך, ומזכיר שתפקידו לרשום את דבריך ואת פרוטוקול הוועדה ולדאוג לשמירה על זכויותיך.",16.43,33,0,1,21,22,110,5.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,2,4,8,6,2,2,4,0,0,0,6,0,6,0,2,0,0,0
ההפרשה הזאת נובעת מהורמונים שעברו מהאם אל הבת דרך השליה.,8.38,18,0,1,9,10,46,4.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,4,10,0,2,0,0,0,0,0,0,0,2,2,4,0,0,0
חדר או אולם פתוח לציבור המשמש לפעילות גופנית או לספורט.,7.15,13,0,1,9,10,45,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,6,2,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0
"בכי ואי־שקט של תינוק יכולים לנבוע ממגוון רב של סיבות: רעב, כאב בטן, חוסר נוחות עקב התנוחה שבה הוא מונח, חיתול מלוכלך ורטוב, סביבה חמה מדי או קרה מדי, לאחר ארוחה - בגלל נוכחות של בועת אוויר שטרם השתחררה.",20.2,42,0,1,38,39,155,3.974,0,9,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,24,4,10,4,4,2,0,10,4,0,4,2,0,0,4,0,8,0,0,2
מומלץ להכין מראש את כל הציוד הדרוש לאמבטיה.,5.8,12,0,1,7,8,35,4.375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,6,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2
מטיילים מעל גיל 60 (ומומלץ גם מעל גיל .) טוב יעשו אם יפנו לייעוץ מסודר במרפאת מטיילים של הכללית לפחות ארבעה עד שישה שבועות טרם הנסיעה.,12.8,27,0,1,25,25,105,4.2,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,6,4,4,0,2,0,6,0,6,2,0,0,0,0,6,0,0,0
האם ההורמונים של האם משפיעים גם על התינוק?,6.33,11,0,1,7,8,34,4.25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0
נוסעים עם מחלת־לבציוד ותרופות:מטיילים חולי לב צריכים להצטייד במכתב מפורט באנגלית המתאר את מצבם ואת ההליכים הרפואיים שעברו.,12.96,26,0,1,17,20,102,5.1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,4,10,4,6,8,0,0,0,0,4,0,2,0,2,0,0,2
"עובד שכיר שמעסיקו אינו תושב ישראל או עובד בשירות דיפלומטי או קונסולרי של מדינת חוץ, יכולים להיות זכאים לדמי אבטלה למרות שהמעסיק שלהם אינו חייב בתשלום דמי ביטוח עבורם, והם משלמים את דמי הביטוח עבור עצמם.",20.65,40,0,1,35,36,164,4.556,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,6,6,4,2,2,10,10,0,0,4,2,0,4,2,4,0,0,4
לאחר שתתקבל החלטה בתביעתך תישלח אליך הודעה אליה יצורף עותק מהפרוטוקול הרפואי של הוועדה.,10.45,20,0,1,13,14,73,5.214,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,2,4,8,0,0,2,0,0,0,0,0,0,2,0,6,0,0,0
הניטור הצמוד במקרים האלה הוא חשוב ביותר כדי למנוע מעבר למצב של היפוגליקמיה (תת סוכר בדם) בעקבות עודף האינסולין שניתן כדי לבלום את ההידרדרות במצב החולה.,18.61,38,0,1,25,26,123,4.731,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,4,6,20,0,2,6,2,0,2,0,2,0,2,2,6,0,0,0
"המחזיק במקום ציבורי חייב להציב שילוט המורה על איסור עישון במקום וכן חל איסור על הצבת מאפרות במקום, למעט בחדר עישון, במידה ויש.",17.66,35,0,1,22,23,101,4.391,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,2,10,12,4,4,2,6,0,2,0,0,0,0,0,4,0,0,2
"בנוסף לאלה, הירידה - הטבעית עם הגיל - בהפרשת חומצות הקיבה כרוכה ברגישות גבוהה יותר לזיהומי מעיים ממגוון של מחוללים.",14.87,26,0,1,19,18,92,5.111,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,4,12,10,0,4,2,6,0,2,0,0,0,0,0,2,0,0,0
לאחר מכן מרחו על המקום משחה מגינה.,4.38,8,0,1,6,7,27,3.857,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0
לעיתים הוא רק רוצה את קרבתכם ואת תשומת ליבכם.,5.38,8,0,1,8,9,36,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,0,4,0,4,0,0,2,0,0,0,0
"נוסעים עם אסתמה ציוד ותרופות: מטיילים הסובלים מאסתמה צריכים להצטייד במלאי מתאים של תרופות, הן תרופות קבועות (משאפים למיניהם) והן תרופות לטיפול בהחמרה פתאומית במחלה (תכשירי סטרואידים).",16.25,34,0,1,26,27,150,5.556,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,6,10,2,4,6,8,0,0,0,0,0,0,2,2,2,0,0,2
"אלה הם הנפוצים ביותר: סוכרת נעורים, הנקראת גם סוכרת מסוג 1 או סוכרת תלוית אינסולין.",10.0,16,0,1,14,15,66,4.4,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,4,0,6,6,0,0,2,2,0,0,0,2,0,0,0,0
"מקלט ציבורי ומחסה ציבורי כהגדרתם בסעיף 11 לחוק ההתגוננות האזרחית, התשי""א -  1951 כל מקום בבניין של בית כנסת, כנסייה, ח'ילווה או מסגד בחצר שלו, למעט חלק של האזור שהוקצה לעישון בידי הנהלת המקום, אם הוקצה, ובלבד שאותו חלק של האזור שהוקצה לעישון אינו מקורה בדרך כלשהי,לרבות בסככה וכיוצא בזה, שטחו רציף ואינו עולה על רבע ממקומות הישיבה באזור, ושאר האזור שמור ללא מעשנים וסומן בבירור שהעישון בו אסור.",41.71,101,0,1,68,71,312,4.394,6,13,0,11,0,0,0,0,0,0,0,1,0,0,0,2,0,54,10,6,34,38,12,6,6,14,0,6,4,2,0,12,0,8,4,0,0
יש להקפיד שההפניה תיעשה לא יאוחר מה- 31 במרץ מידי שנה כדי שהוועדה תסיים את הדיונים עד 15 במאי (לתלמידי בתי הספר) ועד 31 במאי (לגני ילדים) ועדת שיבוץ ועדות שיבוץ פועלות בחודשים יוני ויולי.,21.21,43,0,1,34,35,147,4.2,6,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22,8,0,6,12,4,2,8,10,0,2,0,2,0,4,0,8,0,0,2
אין גם מה להתבייש!,3.67,4,1,0,3,4,14,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0
"מטרתו של חוק זה למנוע את העישון במקומות ציבוריים ואת חשיפת הציבור לעישון כפוי, הגורמת למוות, למחלות ולנכות.",14.08,30,0,1,17,18,87,4.833,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,2,10,8,4,2,0,4,0,0,0,4,0,2,2,0,0,0,0
"יכולות להופיע נקודות שומן לבנות על האף ועל הסנטר, אך גם הן נעלמות בתוך זמן קצר.",9.18,17,0,1,15,16,62,3.875,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,4,2,2,2,4,0,2,2,0,0,0,2,6,0,0,0
"על פי החוק, את החיוב השנתי של הארנונה יש לשלם במלואו, בראשון לינואר של כל שנת מס, אך מועצת העיר החליטה כי ניתן לשלם את הארנונה בפריסת תשלומים נוחה תוך מתן שפע של אפשרויות תשלום.",21.6,42,0,1,34,35,139,3.971,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,4,8,16,0,0,6,12,0,0,4,4,0,0,0,4,2,0,4
"אם לא עשה כן - 5,000 ₪ קנס שוטרים או פקחים עירוניים שהוסמכו לכך, אחראים על אכיפת החוק ורשאים למסור דו""חות למעשן ו/או למחזיק במקום ציבורי.",16.59,32,0,1,25,27,105,3.889,4,7,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1,16,6,4,6,4,4,2,2,4,0,4,4,0,0,2,0,4,0,0,2
הקפידו לקנות מיטה בעלת תו תקן.,3.0,5,0,1,5,6,24,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
מהו קצב העלייה במשקל של התינוק?,5.0,10,0,1,5,6,25,4.167,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,6,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
אלו הן ועדות מקצועיות שהרכבן נקבע בחוק ובידיהן הסמכות והאחריות לקבל החלטות לגבי זכאותו של תלמיד בעל צרכים מיוחדים לשירותי חינוך מיוחדים.,15.21,29,0,1,21,22,114,5.182,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,4,8,6,6,2,2,4,0,0,0,0,0,2,2,2,0,0,0
"חולי סוכרת החוצים יותר מארבעה אזורי זמן בכיוון מערב עשויים להזדקק למינונים גבוהים יותר של אינסולין (כיוון שהיממה מתארכת), בעוד שאלה הנוסעים מזרחה עשויים להזדקק להפחתה במינון (כיוון שהיממה מתקצרת).",19.97,39,0,1,29,30,161,5.367,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,2,12,8,0,2,6,14,0,6,0,0,0,8,0,2,0,0,4
מתי לפנות לטיפת חלב ולרופא הילדים?,5.0,10,1,0,5,6,28,4.667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,2,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0
"ב 29- למאי 2012 –ח' בסיוון התשע""ב הורחב החוק באישור ועדת העבודה הרווחה והבריאות של הכנסת ובוצעו שינויים בתוספת לחוק.",16.04,31,0,1,19,21,92,4.381,6,5,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,16,4,0,8,14,6,0,10,4,0,0,0,0,0,0,0,0,0,0,0
"אם קיבלתם הודעה שיש צורך באבחון, תנותבו לאיש המקצוע או לאנשי המקצוע המתאימים (את המידע על כך תקבלו ממזכירוּת המרפאה שלכם).",14.62,30,0,1,20,22,97,4.409,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,2,8,12,0,0,8,2,0,0,4,0,0,4,2,2,0,0,0
"שים לב, סיבת הפסקת העבודה (הוצאה לחל""ת, פיטורים או הפסקה מרצון) משפיעה על מועד תחילת התשלום - למידע נוסף על סיבות להפסקת עבודה לחץ כאן.",13.54,29,0,1,24,25,104,4.16,0,7,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,20,4,2,12,6,0,0,6,10,0,0,2,0,0,0,0,4,0,0,0
"כדי להקל עליכם ולסייע לכם ריכזנו כאן בעבורכם מידע על המערך העוסק בהתפתחות הילד בכללית, על זכאותכם בסל הבריאות ובכללית מושלם ועל כל מה שחשוב שתדעו בשלב הזה כדי להתחיל את תהליך הטיפול בילדכם.",26.78,55,0,1,33,34,154,4.529,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,4,12,14,6,2,2,6,0,2,0,2,2,6,2,16,2,0,2
הפקחים מגיבים לפניות / תלונות וכן פועלים בפעילות יזומה.,7.25,14,0,1,8,8,45,5.625,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,4,4,2,4,4,2,0,2,0,0,0,0,0,0,0,0,0
"מוסד להשכלה גבוהה או מוסד לחינוך על תיכוני שתלמידיו בגיל העולה על 18 שנים לרבות מגורי תלמידים למעט חדר נפרד שהוקצה לעישון וחדר מגורי המעשנים, חדרי הנהלה וסגל.",18.83,37,0,1,27,28,129,4.607,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,4,12,8,4,0,0,10,0,0,2,0,0,2,0,4,2,0,0
"ציין בפני המעשן כי בכך שהוא מעשן הוא עובר על החוק וגורם גם לך לעבור על החוק, ושניכם עלולים להיקנס בשל כך ו/או להיתבע על ידי לקוחות.",16.47,31,0,1,26,28,102,3.643,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,10,6,0,2,6,6,6,2,2,0,2,2,0,0,2,10,12,0,0,2
"הסיבה פשוטה: תכשירים רבים רגישים לשינויים קיצוניים בטמפרטורה (למשל, אינסולין), ופעמים רבות מידות החום והקור בתא המטען אינן מבוקרות.",15.0,30,0,1,18,19,107,5.632,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,8,10,4,0,8,4,0,0,0,0,0,0,0,0,0,0,0
"כלומר, אפילו יום עבודה אחד בחודש ייחשב לך כחודש עבודה.",5.73,11,0,1,9,10,43,4.3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,0,0,0,4,2,0,0,2,0,0,0,0,2,0,0,0
הכתמים נעלמים בדרך כלל בתוך כמה חודשים.,4.88,9,1,0,6,7,32,4.571,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0
במקרה כזה מטפל מהתחום הרלוונטי יזמן את ההורים ואת הילד לאבחון ויקבע לילד תוכנית טיפולים אישית.,13.65,26,0,1,15,16,78,4.875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,10,12,4,2,2,4,0,0,0,4,0,0,2,0,0,0,0
מקור הכתם הזה הוא ריכוז גבוה של גבישים בשתן.,6.27,13,0,1,8,9,35,3.889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,6,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
כיצד תתבצע האכיפה של החוק?,4.0,7,0,1,4,5,21,4.2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
האשכים שלו נפוחים בגלל ההורמונים?,4.43,8,1,0,4,5,28,5.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"כדי למנוע גירוי בעור, החליפו את החיתולים בזמן.",6.09,13,0,1,7,8,37,4.625,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,6,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
״מקום עבודה״ - כל מקום בבניין שעובדים בו אנשים ושאינו משמש למגורים.,9.07,17,0,1,11,11,52,4.727,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,2,2,2,4,6,0,0,0,0,0,0,4,0,2,2,0,0
"חשוב להתייצב בשירות התעסוקה בסמוך להפסקת העבודה גם אם הפסקת לעבוד מרצונך, כדי לממש את זכאותך לדמי אבטלה.",11.09,22,0,1,17,18,85,4.722,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,10,6,0,0,2,6,0,2,2,2,0,0,0,2,0,0,2
"תקופת החל""ת המזכה בדמי אבטלה:למי שיצא לחל""ת עד 320 - 30 יום לפחות.",6.42,16,0,1,12,15,49,3.267,5,5,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,6,2,0,6,4,0,2,0,8,0,0,0,0,0,2,0,2,0,0,0
"בנוסף לכך, עם הגיל, אנו נעשים רגישים יותר וחשופים יותר לסיבוכים של מחלות זיהומיות נפוצות, נגדן קיים חיסון.",12.73,24,0,1,17,18,85,4.722,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,6,4,2,6,4,2,0,4,0,0,0,0,2,4,0,0,0
"חושי הראייה, השמיעה, הטעם והריח פועלים כבר מהלידה.",7.23,15,1,0,7,8,40,5.0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,10,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0
"אם הוועדה תחליט שאין צורך באבחון/טיפול או אם הילד עבר אבחון בתחום המבוקש בשנה האחרונה (מתאריך יום ההולדת שלו) ואינו זכאי לאבחון נוסף על פי סל הבריאות, תתקבל במשרד המרפאה תשובה מנומקת, והיא תועבר להורה.",24.76,50,0,1,34,36,161,4.472,0,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,26,8,4,14,18,4,0,6,10,0,0,6,0,0,4,2,2,0,0,2
למידע נוסף קראו את המדריך לבטיחות תינוקות.,5.0,10,0,1,6,7,35,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,4,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
"עבירה על החוק הינה עבירה פלילית, הנושאת קנסות בצידה.",6.33,14,0,1,8,9,42,4.667,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,6,0,2,4,0,0,0,0,0,0,2,0,2,0,0,0
"ערך גלוקוזה (סוכר) של 126 מ""ג ומעלה בשתי בדיקות דם רצופות מאשש את האבחנה.",8.36,17,0,1,13,15,56,3.733,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,2,2,2,4,4,4,0,0,0,2,0,0,0,0,0,0,0
לרבות מגרשי ספורט.,2.33,3,0,1,2,3,15,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0
"אם התבקשת להביא מסמכים נוספים לוועדה, או שיש בידך מסמכים שלא מצויים בתיק, נא הגש אותם לרופא.",12.17,24,0,1,16,17,73,4.294,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,8,4,0,0,0,0,0,2,4,2,0,6,0,0,0,0,0
"כמו כן הרופא יקבע את תאריך תחילת אחוז הנכות הרפואית, ואם הנכות הרפואית היא לתקופה זמנית או קבועה (לצמיתות).",12.35,24,0,1,18,19,85,4.474,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,2,10,2,0,4,6,0,0,4,2,0,0,2,2,0,0,0
"מקום עבודה, למעט חדר נפרד לחלוטין שהוקצה לעישון בידי הנהלת המקום, לאחר התייעצות עם העובדים.",8.94,18,0,1,14,15,74,4.933,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,4,6,0,0,2,2,0,2,0,0,0,2,0,6,2,0,0
זו בעיה חריפה נוספת שנפוצה במיוחד בקרב חולים בסוכרת נעורים.,7.0,14,0,1,9,10,49,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,4,0,4,2,0,0,2,0,0,0,2,2,0,0,0,0
כלל אצבע: הלבישו את התינוק במספר השכבות שנוח לכם פלוס שכבה אחת.,8.56,16,0,1,11,12,50,4.167,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,2,4,0,0,2,0,0,0,0,2,0,4,0,2,4,0,0
"ואם לא די בכך, הירידה בפעילות מערכת החיסון מכרסמת בתגובת הגוף לחיסונים הניתנים לפני הנסיעה וניכרת גם ירידה בתפקודים הנוירולוגיים – קושי לשנן ולזכור וירידה בחדות הראייה והשמיעה – מה שעלול להאט את ההסתגלות של המטיילים לסביבתם החדשה.",30.11,64,0,1,37,36,189,5.25,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,14,24,10,6,8,8,0,6,2,2,2,4,0,2,0,0,2
"למי שיצא לחל""ת מ- 20 עד 321 - 14 יום לפחות.",8.27,16,0,1,10,11,29,2.636,7,4,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,4,2,0,6,2,0,0,2,2,0,0,0,0,2,2,0,2,0,0,0
סוכרת הריונית.,2.0,3,1,0,1,2,12,6.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
חזרנו הביתה עם התינוק.,2.5,5,1,0,3,4,18,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
הודעות שיבוץ למסגרות החינוך המיוחד נשלחות להורים במשך חודשי הקיץ.,7.15,15,0,1,9,10,55,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,6,0,2,0,6,0,0,0,0,0,0,0,2,0,0,0
"ועדת העברות התלמיד והוריו יכולים לערער על החלטת ועדת השיבוץ בכתב למחלקה לחינוך מיוחד, לגב' אתי וקנין.",13.46,26,0,1,16,17,82,4.824,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,0,8,6,4,0,4,10,0,0,0,0,0,0,0,4,0,0,2
בעיות שונות עלולות לצוץ כתוצאה מירידה בלחץ החמצן ומהיובש היחסי בתא הנוסעים.,10.7,21,0,1,11,12,63,5.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,10,10,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2
"אם החום הוא מתחת ל־36 מעלות, פנו לרופא.",6.8,13,1,0,7,9,29,3.222,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,6,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0
