Original Name,Gender,Description,Location
INNIS,male,"Scottish unisex name derived from Gaelic inis , meaning `` island . ''",Scottish
ÌOMHAIR,male,"Variant spelling of Scottish Gaelic Ìomhar , meaning `` bow warrior . ''",Scottish
ÌOMHAR,male,"Scottish Gaelic form of Old Norse Ívarr , meaning `` bow warrior . ''",Scottish
IÒSEPH,male,"Scottish Gaelic form of Greek Ioseph ( Latin Josephus ) , meaning `` ( God ) shall add ( another son ) . ''",Scottish
IRVINE,male,"Scottish surname transferred to English forename use , from the Celtic name of a river , composed of the Welsh elements ir/yr `` fresh , green '' and afon `` water , '' hence `` fresh water '' or `` green water . ''",Scottish
IRVING,male,"Scottish surname transferred to English forename use , composed of the Welsh elements ir/yr `` fresh , green '' and afon `` water , '' hence `` fresh water '' or `` green water . ''",Scottish
ISLAY,male,"Scottish name derived from the name of the island known as the `` Queen of the Hebrides , '' meaning `` island '' in Gaelic",Scottish
JAIMIE,male,"Variant spelling of English/Scottish Jamie , meaning `` supplanter . ''",Scottish
JAMEY,male,"Variant spelling of English/Scottish Jamie , meaning `` supplanter . ''",Scottish
JAMIE,male,"English and Scottish pet form of James , meaning `` supplanter . '' Compare with feminine Jamie",Scottish
JAMIESON,male,"English and Scottish patronymic surname transferred to forename use , meaning `` son of Jamie . ''",Scottish
JAMISON,male,"Variant spelling of English/Scottish Jamieson , meaning `` son of Jamie . ''",Scottish
JOCK,male,"Scottish form of English Jack , meaning `` God is gracious . ''",Scottish
JOCKIE,male,"Pet form of Scottish Jock , meaning `` God is gracious . ''",Scottish
JOCKY,male,"Variant spelling of Scottish Jockie , meaning `` God is gracious . ''",Scottish
KEITH,male,"Scottish surname transferred to forename use , probably derived a Celtic word meaning `` forest , wood . ''",Scottish
KESTER,male,"Medieval Scottish form of Latin Crescentius , meaning `` to spring up , grow , thrive . ''",Scottish
KIRK,male,"English surname transferred to forename use , originally an English and Scottish name for someone who `` lives near a church , '' derived from the Old Norse word kirkja , meaning `` church . ''",Scottish
KIT,male,"Pet form of medieval Scottish Kester , meaning `` Christ-bearer . '' Compare with another form of Kit",Scottish
KYLE,male,"Scottish surname transferred to unisex forename use , from the name of various places derived from the Gaelic element caol `` narrow , '' hence `` slender . '' Compare with strictly feminine Kyle",Scottish
LABHRAINN,male,"Scottish Gaelic form of Latin Laurentius , meaning `` of Laurentum . ''",Scottish
LACHIE,male,"Pet form of Scottish Gaelic Lachlann , meaning `` lake-land . ''",Scottish
LACHLAN,male,"Variant spelling of Scottish Gaelic Lachlann , meaning `` lake-land . ''",Scottish
LACHLANN,male,"Variant spelling of Scottish Gaelic Lochlann , meaning `` lake-land . ''",Scottish
LAIRD,male,Scottish name meaning `` landowner . '',Scottish
LAMONT,male,"Scottish surname transferred to English forename use , from the medieval Swedish personal name Lagman , meaning `` lawman . ''",Scottish
LAUCHLAN,male,"Variant spelling of Scottish Gaelic Lachlan , meaning `` lake-land . ''",Scottish
LEITH,male,"Scottish surname transferred to forename use , derived from the name of a river of Celtic origin , meaning `` flowing water . ''",Scottish
LENNOX,male,"Scottish surname transferred to forename use , meaning `` place of elms . ''",Scottish
LENOX,male,"Variant spelling of Scottish Lennox , meaning `` place of elms . ''",Scottish
LESLIE,male,"Scottish surname transferred to unisex forename use , from the place name Lesslyn in Aberdeenshire which got its name from Gaelic leas cuilinn , meaning `` garden of hollies . ''",Scottish
LOCHLAINN,male,"Variant spelling of Scottish Gaelic Lochlann , meaning `` lake-land . ''",Scottish
LOCHLANN,male,"Scottish Gaelic name , originally used to refer to someone from Norway , composed of the elements loch `` lake '' and lann `` land , '' hence `` lake-land . ''",Scottish
LOCKIE,male,"Pet form of Scottish Lùcas , meaning `` from Lucania . ''",Scottish
LOGAN,male,"Scottish surname transferred to unisex forename use , from the place name in Ayrshire , meaning `` hollow , lowland . ''",Scottish
LÙCAS,male,"Scottish Gaelic form of Latin Lucas , meaning `` from Lucania . ''",Scottish
LYALL,male,"Scottish surname transferred to unisex forename use , from the Old Norse personal name Liulfr , meaning `` shield wolf . ''",Scottish
LYLE,male,"Scottish surname transferred to forename use , from the Norman French phrase de l'isle , meaning `` from the island . ''",Scottish
MAGNUS,male,"Scandinavian name derived from the latter part of French Charlemagne ( `` Charles the Great '' ) , from Latin magnus , meaning `` great . '' Used infrequently by the Irish and Scottish . Compare with another form of Magnus",Scottish
MAITLAND,male,"English and Scottish surname transferred to forename use , derived from a byname for an ungracious person , from Anglo-Norman French maltalent/mautalent , meaning `` bad tempered . ''",Scottish
MAOILIOS,male,Scottish Gaelic name meaning `` servant of Jesus . '',Scottish
MÀRTAINN,male,"Scottish Gaelic form of Latin Martinus , meaning `` of/like Mars . ''",Scottish
MAX,male,English short form of both Latin Maximilian `` the greatest rival '' and Scottish Maxwell `` the stream of Mack . '',Scottish
MAXWELL,male,"Scottish surname transferred to forename use , derived from the place name Maxwell , meaning `` the stream of Mack . ''",Scottish
MELVILLE,male,"Scottish surname of Norman French origin , transferred to English forename use , from the name of various places in Normandy called Malleville , meaning `` bad settlement . ''",Scottish
MÌCHEAL,male,"Scottish Gaelic form of Greek Michaēl , meaning `` who is like God ? ''",Scottish
MICHEIL,male,"Scottish Gaelic form of Greek Michaēl , meaning `` who is like God ? ''",Scottish
MONROE,male,"Scottish surname transferred to forename use , derived from Irish Munro , meaning `` from the mount on the river Roe , '' in Ireland , where the family came from",Scottish
MORAY,male,"Scottish form of English Murray , meaning `` sea warrior . ''",Scottish
MUICHEACHTACH,male,"Scottish Gaelic name composed of the elements muir `` sea '' and ceartach `` ruler , skilled , '' hence `` skilled seaman . ''",Scottish
MUIR,male,"Short form of Scottish Gaelic Muireach ( `` sea warrior '' ) , and other names beginning with Muir- , from muir , meaning `` sea . ''",Scottish
MUIRCHEARTACH,male,"Scottish Gaelic name composed of the elements muir `` sea '' and ceardach `` skilled , '' hence `` skilled seaman . ''",Scottish
MUIREACH,male,"Modern contracted form of Scottish Gaelic Muiredach , meaning `` sea warrior . ''",Scottish
MUIREADHACH,male,"Scottish Gaelic name composed of the elements muir `` sea '' and cath `` battle , '' hence `` sea warrior . ''",Scottish
MUIREDACH,male,"Variant spelling of Scottish Gaelic Muireadhach , meaning `` sea warrior . ''",Scottish
MUIRIARTACH,male,"Modern form of Scottish Gaelic Muicheachtach , meaning `` skilled seaman . ''",Scottish
MUNGA,male,"Older form of Scottish Mungo , possibly meaning `` dearest friend . ''",Scottish
MUNGO,male,"Old Scottish pet name derived from Brythonic my-nghu , meaning `` dear one . '' It was recorded in Latin in the 6th century as carissimus amicus , meaning `` dearest friend . ''",Scottish
MURCHADH,male,"Scottish Gaelic name composed of the elements muir `` sea '' and cath `` battle , '' hence `` sea warrior . ''",Scottish
NEACAL,male,"Scottish Gaelic form of Greek Nikolaos , meaning `` victor of the people . ''",Scottish
NICHOL,male,"Variant spelling of Scottish Nicol , meaning `` victor of the people . ''",Scottish
NICOL,male,"Scottish form of Latin Nicolaus , meaning `` victor of the people . ''",Scottish
ÓENGUS,male,"Scottish form of Gaelic Aonghus , meaning `` excellent valor . ''",Scottish
OLGHAR,male,"Scottish Gaelic form of French Olivier , probably meaning `` elf army . ''",Scottish
OSGAR,male,"Scottish name composed of the Gaelic elements os `` deer '' and cara `` lover , '' hence `` deer-lover . '' Compare with another form of Osgar",Scottish
PÀDRAIG,male,"Scottish Gaelic form of Irish Gaelic Pádraig , meaning `` patrician ; of noble descent . ''",Scottish
PÀL,male,"Scottish form of Latin Paulus , meaning `` small . ''",Scottish
PÀRLAN,male,"Scottish Gaelic form of Irish Gaelic Parthalán , possibly meaning `` son of Talmai . ''",Scottish
PÒL,male,"Scottish form of Greek Paulos , meaning `` small . ''",Scottish
RAB,male,"Pet form of Scottish Raibeart , meaning `` bright fame . '' Compare with another form of Rab",Scottish
RABBIE,male,"Pet form of Scottish Raibeart , meaning `` bright fame . ''",Scottish
RAIBEART,male,"Scottish Gaelic form of Norman French Robert , meaning `` bright fame . ''",Scottish
RAIBERT,male,"Variant spelling of Scottish Gaelic Raibeart , meaning `` bright fame . ''",Scottish
RAMSAY,male,"Scottish surname transferred to forename use , from a place name composed of the Old English elements hramsa `` wild garlic '' and eg `` island , '' hence `` wild-garlic island . ''",Scottish
RAMSEY,male,"Variant spelling of Scottish Ramsay , meaning `` wild-garlic island . ''",Scottish
RANULF,male,"Scottish form of Old Norse Randulfr , meaning `` shield-wolf . '' Compare with another form of Ranulf",Scottish
RANULPH,male,"Variant spelling of Scottish Ranulf , meaning `` shield-wolf . ''",Scottish
RONALD,male,"English and Scottish name derived from Old Norse Rögnvaldr , meaning `` wise ruler . ''",Scottish
RONNIE,male,"Pet form of English/Scottish Ronald , meaning `` wise ruler . '' Compare with feminine Ronnie",Scottish
ROSS,male,"Scottish surname transferred to forename use , derived from the Gaelic word ros , meaning `` headland , promontory . ''",Scottish
RUAIRI,male,"Scottish equivalent of Irish Ruairí , meaning `` red king . ''",Scottish
RUAIRIDH,male,"Scottish equivalent of Irish Gaelic Ruaidhrí , meaning `` red king . ''",Scottish
RUARAIDH,male,"Variant spelling of Scottish Ruairidh , meaning `` red king . ''",Scottish
RUARIDH,male,"Variant spelling of Scottish Ruairidh , meaning `` red king . ''",Scottish
RUISEART,male,"Scottish Gaelic form of Old High German Ricohard , meaning `` powerful ruler . ''",Scottish
SACHAIRI,male,"Scottish form of Greek Zacharias , meaning `` whom Jehovah remembered . ''",Scottish
SAWNEY,male,"Pet form of Scottish Gaelic Alaisdair , meaning `` defender of mankind . ''",Scottish
SEOC,male,"Scottish Gaelic form of French Jacques ( English Jack ) , meaning `` God is gracious . ''",Scottish
SEÒRAS,male,"Scottish form of Greek Georgios , meaning `` earth-worker , farmer . ''",Scottish
SEÒSAIDH,male,"Scottish Gaelic form of Greek Ioseph , meaning `` ( God ) shall add ( another son ) . ''",Scottish
SEUMAS,male,"Scottish Gaelic form of Latin Jacomus , meaning `` supplanter . ''",Scottish
SGÀIRE,male,"Scottish Gaelic form of the Old Norse byname Skári , meaning `` sea-mew , '' another name for the common seagull",Scottish
SHEUMAIS,male,"Older form of Scottish Gaelic Seumas , meaning `` supplanter . ''",Scottish
SHUG,male,"Pet form of Medieval Scottish Huchon , meaning `` heart , '' `` mind , '' or `` spirit . ''",Scottish
SÌM,male,"Scottish Gaelic form of Greek Symeon , meaning `` hearkening . ''",Scottish
SIMIDH,male,"Scottish Gaelic form of Greek Symeon , meaning `` hearkening . ''",Scottish
SINCLAIR,male,"Scottish surname transferred to forename use , from a Norman baronial place name in France called `` Saint-Clair . ''",Scottish
SÌOLTACH,male,"Scottish Gaelic name derived from a byname meaning `` sowing , '' i.e. , `` fruitful , seed-bearing , producing many offspring . ''",Scottish
SOMERLED,male,"Scottish Gaelic form of Old Norse Sumarlíðr , meaning `` summer traveler . ''",Scottish
STEAFAN,male,"Scottish Gaelic form of French Stéphane , meaning `` crown . ''",Scottish
STEAPHAN,male,"Scottish Gaelic form of French Stéphane , meaning `` crown . ''",Scottish
STEENIE,male,"Pet form of Scottish Steaphan , meaning `` crown . ''",Scottish
STU,male,"English and Scottish short form of French Stuart , meaning `` house guard ; steward . ''",Scottish
STUART,male,"French form of English Stewart , meaning `` house guard ; steward . '' In use by the English and Scottish",Scottish
SUIBHNE,male,Irish and Scottish Gaelic name meaning `` well-going . '',Scottish
SUMMERLAD,male,"Variant spelling of Scottish Somerled , meaning `` summer traveler . ''",Scottish
TADG,male,"Variant spelling of Irish/Scottish Gaelic Tadhg , meaning `` poet . ''",Scottish
TADHG,male,Irish and Scottish Gaelic name meaning `` poet . '',Scottish
TAM,male,"Short form of Scottish Gaelic Tàmhas , meaning `` twin . '' Compare with another form of Tam",Scottish
TÀMHAS,male,"Scottish Gaelic form of Greek Thōmas , meaning `` twin . ''",Scottish
TASGALL,male,"Scottish Gaelic form of Old Norse Ásketill , meaning `` divine kettle . ''",Scottish
TEÀRLACH,male,"Scottish Gaelic form of Irish Gaelic Toirdhealbhach , meaning `` instigator . ''",Scottish
THORBURN,male,"Scottish surname transferred to forename use , derived from Old Norse Þorbiorn , meaning `` Thor 's bear . ''",Scottish
TOCUIL,male,"Scottish form of Old Norse Þorketill , meaning `` Thor 's cauldron . ''",Scottish
TÒMACHAN,male,"Pet form of Scottish Gaelic Tòmas , meaning `` twin . ''",Scottish
TÒMAG,male,"Pet form of Scottish Gaelic Tòmas , meaning `` twin . ''",Scottish
TÒMAS,male,"Scottish Gaelic form of Greek Thōmas , meaning `` twin . ''",Scottish
TORCUIL,male,"Scottish Gaelic form of Old Norse Þorketill , meaning `` Thor 's cauldron . ''",Scottish
TORQUIL,male,"Variant spelling of Scottish Torcuil , meaning `` Thor 's cauldron . ''",Scottish
UAILEAN,male,"Variant spelling of Scottish Gaelic Vailean , meaning `` healthy , strong . ''",Scottish
UALAN,male,"Variant spelling of Scottish Gaelic Valan , meaning `` healthy , strong . ''",Scottish
UILLEAM,male,"Scottish Gaelic form of German Wilhelm , meaning `` will-helmet . ''",Scottish
ÙISDEAN,male,"Scottish Gaelic form of Old Norse Eysteinn , meaning `` island stone . ''",Scottish
VAILEAN,male,"Scottish Gaelic form of Latin Valentinus , meaning `` healthy , strong . ''",Scottish
VALAN,male,"Scottish Gaelic form of Latin Valentinus , meaning `` healthy , strong . ''",Scottish
WILEY,male,"Variant spelling of Irish/Scottish Wylie , meaning `` will-helmet . '' Compare with another form of Wiley",Scottish
WILKIE,male,"Pet form of Scottish Gaelic Uilleam , meaning `` will-helmet . ''",Scottish
WILLIE,male,"Pet form of Scottish Gaelic Uilleam , meaning `` will-helmet . '' Compare with another form of Willie",Scottish
WYLIE,male,"Irish and Scottish equivalent of English Willy , meaning `` will-helmet . ''",Scottish
ADAMINA,female,"Scottish feminine form of Hebrew Adam , meaning `` earth '' or `` red . ''",Scottish
ADAMINNA,female,"Variant spelling of Scottish Adamina , meaning `` earth '' or `` red . ''",Scottish
AILEAS,female,"Scottish Gaelic form of English Alice , meaning `` noble sort . ''",Scottish
AILEEN,female,"Scottish Anglicized form of Gaelic Aibhilín , meaning `` little Eve . ''",Scottish
AILITH,female,"Either a Middle English form of Anglo-Saxon Æthelgyth , meaning '' noble war , '' or a variant spelling of Scottish Gaelic Alyth , meaning `` ascending , rising . ''",Scottish
AINSLEY,female,"Scottish habitational surname transferred to unisex forename use , composed of the Old English elements ansetl `` hermitage '' and leah `` meadow , pasture , '' hence `` hermitage meadow . ''",Scottish
AINSLIE,female,"Variant spelling of Scottish unisex Ainsley , meaning `` hermitage meadow . ''",Scottish
AITHBHREAC,female,Old Scottish Gaelic name meaning `` new speckled one . '',Scottish
ALICKINA,female,"Scottish form of Latin Alexandra , meaning `` defender of mankind . ''",Scottish
ALISON,female,"Norman French form of Old High German Adalheid , meaning `` noble sort . '' In use by the English and Scottish",Scottish
ALLIE,female,"Scottish pet form of Norman French Alison , meaning `` noble sort . ''",Scottish
ALLY,female,"Scottish pet form of Norman French Alison , meaning `` noble sort . ''",Scottish
ALYTH,female,"From the Scottish place name Alyth , from Gaelic aileadh , meaning `` ascending , rising . ''",Scottish
ANNABELLE,female,"Scottish variant form of English Amabel , meaning `` lovable . '' Compare with another form of Annabelle",Scottish
ANNAG,female,"Scottish Gaelic form of Latin Anna , meaning `` favor ; grace . ''",Scottish
ANNIS,female,"Scottish form of French Agnès , meaning `` chaste ; holy . '' Compare with another form of Annis",Scottish
ANSTACE,female,"Variant spelling of English/Scottish Anstice , meaning `` resurrection . ''",Scottish
ANSTEY,female,"Pet form of English/Scottish Anstice , meaning `` resurrection . ''",Scottish
ANSTICE,female,"English and Scottish name derived from Latin Anastasia , meaning `` resurrection . '' Popular in the 13th century",Scottish
ARABEL,female,"Scottish form of English Amabel , meaning `` lovable . ''",Scottish
ARABELA,female,"Variant spelling of Scottish Arabella , meaning `` lovable . ''",Scottish
ARABELL,female,"Variant spelling of Scottish Arabel , meaning `` lovable . ''",Scottish
ARABELLA,female,"Elaborated form of Scottish Arabel , meaning `` lovable . '' Compare with another form of Arabella",Scottish
ATHOL,female,"Scottish surname transferred to unisex forename use , derived from the name of a district of Perthshire , Scotland , composed of the Gaelic elements ath `` ford '' and al `` rock , stone , '' hence `` ford of the rock ; rock-ford . ''",Scottish
BARABAL,female,"Scottish form of Greek Barbara , meaning '' foreign ; strange . ''",Scottish
BEARNAS,female,"Scottish Gaelic form of Latin Berenice , meaning `` bringer of victory . ''",Scottish
BEATHAG,female,"Feminine form of Scottish Beathan , meaning `` life . ''",Scottish
BEILEAG,female,"Pet form of Scottish Iseabail , meaning `` God is my oath . ''",Scottish
BEITRIS,female,"Scottish form of Latin Viatrix , meaning `` voyager ( through life ) . ''",Scottish
BLAIR,female,"Scottish unisex name derived from any of a number of places in Scotland called Blair , derived from the Gaelic word blàr , meaning `` field , plain , '' most often referring to a `` battlefield . ''",Scottish
BRENDA,female,"Old Irish and Scottish name believed to be of Scandinavian origin , from Old Norse brandr , meaning '' sword . ''",Scottish
CAIRISTINE,female,"Scottish Gaelic form of Latin Christina , meaning `` believer '' or `` follower of Christ . ''",Scottish
CAIRISTÌONA,female,"Scottish Gaelic form of Latin Christiana , meaning `` believer '' or `` follower of Christ . ''",Scottish
CAIT,female,"Short form of Irish Caitríona and Scottish Caitrìona , meaning `` pure . ''",Scottish
CAITR�ONA,female,"Scottish Gaelic form of French Catherine , meaning `` pure . ''",Scottish
CAM,female,"Short form of Scottish unisex Cameron ( `` crooked nose '' ) , and other names beginning with Cam-",Scottish
CAMERON,female,"Scottish surname transferred to unisex forename use , from the name of the great Highland clans whose ancestor had an ungraceful proboscis , composed of the Gaelic elements cam `` bent , crooked '' and sròn `` nose , '' hence `` crooked nose . ''",Scottish
CATRÌONA,female,"Modern Scottish Gaelic form of Greek Aikaterine , meaning `` pure . ''",Scottish
CHIRSTY,female,"Variant spelling of Scottish Kirsty , meaning `` believer '' or `` follower of Christ . ''",Scottish
CIORSDAN,female,"Pet form of Scottish Gaelic Cairistìona , meaning `` believer '' or `` follower of Christ . ''",Scottish
CIORSTAG,female,"Pet form of Scottish Gaelic Cairistìona , meaning `` believer '' or `` follower of Christ . ''",Scottish
CIORSTAIDH,female,"Pet form of Scottish Gaelic Cairistìona , meaning `` believer '' or `` follower of Christ . ''",Scottish
CURSTAIDH,female,"Pet form of Scottish Gaelic Cairistìona , meaning `` believer '' or `` follower of Christ . ''",Scottish
DEARBHFHORGHAILL,female,"Variant spelling of Scottish Diorbhorguil , meaning `` true testimony . ''",Scottish
DEARBHORGHIL,female,"Variant spelling of Scottish Dearbhfhorghaill , meaning `` true testimony . ''",Scottish
DEÒIRIDH,female,Scottish Gaelic name meaning `` pilgrim . '',Scottish
DEVORGILLA,female,"Variant spelling of Scottish Diorbhail , meaning `` true testimony . ''",Scottish
DINA,female,"Short form of Scottish Murdina , meaning `` sea warrior . '' Compare with another form of Dina",Scottish
DIORBHAIL,female,"Variant spelling of Scottish Diorbhorguil , meaning `` true testimony . '' Used as a Scottish Anglicized form of Dorothy ( `` gift of God '' )",Scottish
DIORBHORGUIL,female,"Older form of Scottish Diorbhail , meaning `` true testimony . ''",Scottish
DOILEAG,female,"Feminine form of Scottish Gaelic Domhnall , meaning `` world ruler . ''",Scottish
DOLAG,female,"Pet form of Scottish Gaelic Donnag , meaning `` world ruler . ''",Scottish
DOLLAG,female,"Variant spelling of Scottish Gaelic Dolag , meaning `` world ruler . ''",Scottish
DONNAG,female,"Feminine form of Scottish Gaelic Domhnall , meaning `` world ruler . ''",Scottish
EALASAID,female,"Scottish Gaelic form of Greek Elisabet , meaning `` God is my oath . ''",Scottish
EALASAID,female,"Scottish Gaelic form of Greek Elisabet , meaning `` God is my oath . ''",Scottish
EAMHAIR,female,"Scottish form of Gaelic Éimhear , possibly meaning `` ready , swift . ''",Scottish
EDMÉ,female,"Scottish feminine form of French unisex Esmé , meaning `` esteemed , loved . ''",Scottish
EILIDH,female,"Pet form of Scottish Aileen , meaning `` beauty , radiance . ''",Scottish
EIRIC,female,"Variant form of Scottish Gaelic Oighrig , possibly meaning `` new speckled one . ''",Scottish
EITHRIG,female,"Variant form of Scottish Gaelic Oighrig , possibly meaning `` new speckled one . ''",Scottish
ELSPET,female,"Variant spelling of Scottish Elspeth , meaning `` God is my oath . ''",Scottish
ELSPIE,female,"Pet form of of Scottish Elspeth , meaning `` God is my oath . ''",Scottish
ELSPETH,female,"Scottish Gaelic form of Greek Elisabet , meaning `` God is my oath . ''",Scottish
EUBH,female,"Short form of Scottish Gaelic Eubha , meaning `` life . ''",Scottish
EUBHA,female,"Scottish Gaelic form of Greek Eva , meaning `` life . ''",Scottish
FENELLA,female,"Scottish Anglicized form of Irish Gaelic Fionnghuala , meaning `` whiteshoulder . ''",Scottish
FINELLA,female,"Scottish Anglicized form of Irish Gaelic Fionnghuala , meaning `` white shoulder . ''",Scottish
FIONNAGHAL,female,"Variant spelling of Scottish Gaelic Fionnghuala , meaning `` white shoulder . ''",Scottish
FRANGAG,female,"Feminine form of Scottish Gaelic Frang , meaning `` French . ''",Scottish
GAVINA,female,"Scottish feminine form of Celtic Gavin , meaning either `` May hawk '' or `` white hawk . ''",Scottish
GLENNA,female,"Feminine form of Scottish Glen , meaning `` valley . ''",Scottish
GORMLAITH,female,"Old Irish and Scottish Gaelic name composed of the elements gorm `` illustrious , splendid '' and flaith `` lady , princess , '' hence `` illustrious princess '' or `` splendid lady . ''",Scottish
GREER,female,"Scottish surname transferred to unisex forename use , derived from a contracted form of Gregor , meaning `` watchful ; vigilant . ''",Scottish
GRIZEL,female,"Scottish form of German Griselda , meaning `` grey battle maid . ''",Scottish
ILKA,female,Scottish name meaning `` of the same class . '' Compare with another form of Ilka,Scottish
INA,female,"English and Scottish short form of longer names ending with -ina , such as Christina and Dolina . Compare with another form of Ina",Scottish
INNIS,female,"Scottish unisex name derived from Gaelic inis , meaning `` island . ''",Scottish
IONA,female,"Scottish name derived from the name of an island in the Hebrides , ultimately from Old Norse ey , meaning `` island . '' Compare with another form of Iona",Scottish
ISEABAIL,female,"Scottish form of Latin Isabella , meaning `` God is my oath . ''",Scottish
ISHBEL,female,"Scottish form of Latin Isabella , meaning `` God is my oath . ''",Scottish
ISLA,female,"Feminine form of Scottish Islay , meaning `` island . ''",Scottish
ISOBEL,female,"Scottish form of Latin Isabella , meaning `` God is my oath . ''",Scottish
JAMESENA,female,"Variant spelling of Scottish Jamesina , meaning `` supplanter . ''",Scottish
JAMESINA,female,"Scottish feminine form of English James , meaning `` supplanter . ''",Scottish
JEAN,female,"Scottish form of French Jeanne , meaning `` God is gracious . '' Compare with masculine Jean",Scottish
JEANE,female,"Variant spelling of Scottish Jean , meaning `` God is gracious . ''",Scottish
JEANIE,female,"Pet form of Scottish Jean , meaning `` God is gracious . ''",Scottish
JEANNIE,female,"Variant spelling of Scottish Jeanie , meaning `` God is gracious . ''",Scottish
JENNET,female,"Scottish feminine form of English John , meaning `` God is gracious . ''",Scottish
JESSIE,female,"Pet form of Scottish Jean , meaning `` God is gracious . '' Compare with other forms of Jessie",Scottish
JINNY,female,"Scottish form of English Jenny , meaning `` white and smooth . ''",Scottish
JINTY,female,"Scottish form of French Jeanne , meaning `` God is gracious . ''",Scottish
KENZIE,female,"Short form of Scottish unisex Mackenzie , meaning `` comely , finely made . ''",Scottish
KIRSTEEN,female,"Variant spelling of Scottish Kirstin , meaning `` believer '' or `` follower of Christ . ''",Scottish
KIRSTIE,female,"Pet form of Scottish Kirstin , meaning `` believer '' or `` follower of Christ . ''",Scottish
KIRSTIN,female,"Variant spelling of Scottish Kirstine , meaning `` believer '' or `` follower of Christ . ''",Scottish
KIRSTINE,female,"Scottish form of Latin Christina , meaning `` believer '' or `` follower of Christ . ''",Scottish
KIRSTY,female,"Pet form of Scottish Kirstine , meaning `` believer '' or `` follower of Christ . ''",Scottish
KYLA,female,"Feminine form of Scottish unisex Kyle , meaning `` slender . '' Compare with another form of Kyla",Scottish
KYLE,female,"Scottish surname transferred to unisex forename use , from the name of various places derived from the Gaelic element caol `` narrow , '' hence `` slender . '' Compare with another form of Kyle",Scottish
KYLEE,female,"Feminine form of Scottish unisex Kyle , meaning `` slender . '' Compare with another form of Kylee",Scottish
KYLEIGH,female,"Feminine form of Scottish unisex Kyle , meaning `` slender . '' Compare with another form of Kyleigh",Scottish
KYLIE,female,"Feminine form of Scottish unisex Kyle , meaning `` slender . '' Compare with another form of Kylie",Scottish
LACHINA,female,"Feminine form of Scottish Lachlan , meaning `` lake-land . ''",Scottish
LESLIE,female,"Scottish surname transferred to unisex forename use , from the place name Lesslyn in Aberdeenshire which got its name from Gaelic leas cuilinn , meaning `` garden of hollies . ''",Scottish
LESSIE,female,"Feminine pet form of Scottish unisex Leslie , meaning `` garden of hollies . ''",Scottish
LILEAS,female,"Variant spelling of Scottish Lilias , meaning `` lily . ''",Scottish
LILIAS,female,"Scottish form of Latin Liliana , meaning `` lily . ''",Scottish
LILLIAS,female,"Variant spelling of Scottish Lilias , meaning `` lily . ''",Scottish
LIÙSAIDH,female,"Scottish form of Roman Latin Lucia , meaning `` light . ''",Scottish
LOGAN,female,"Scottish surname transferred to unisex forename use , from the name of a place in Ayrshire , meaning `` hollow , lowland . ''",Scottish
LORRAINE,female,"French surname transferred to forename use , from the name of a French province , Lorraine , from Latin Lotharingia , meaning `` land of the people of Lothar . '' In use by the English and Scottish",Scottish
LYALL,female,"Scottish surname transferred to unisex forename use , from the Old Norse personal name Liulfr , possibly meaning `` shield wolf . ''",Scottish
MACKENZIE,female,"Scottish surname transferred to unisex forename use , from an Anglicized form of Gaelic Mac Coinnich `` son of Coinneach , '' hence `` comely ; finely made . ''",Scottish
MAIGHDLIN,female,Scottish name meaning `` magnificent . '',Scottish
MAIGHREAD,female,"Scottish form of English Margaret , meaning `` pearl . ''",Scottish
MAIREAD,female,"Scottish form of Greek Margarites , meaning `` pearl . ''",Scottish
MÀIRI,female,"Scottish form of Greek Maria , meaning `` obstinacy , rebelliousness '' or `` their rebellion . ''",Scottish
MALVINA,female,"This name was invented by the Scottish poet James Macpherson , based on the Gaelic term mala mhin , meaning `` smooth-brow . ''",Scottish
MARSAILI,female,"Scottish Gaelic form of Latin Marcia , meaning `` defense '' or `` of the sea . ''",Scottish
MCKENNA,female,"Irish and Scottish surname transferred to forename use , from an Anglicized form of Gaelic Mac Cionaodha , meaning `` son of Cionaodh , '' hence `` born of fire . ''",Scottish
MHAIRI,female,"Variant spelling of Scottish Màiri , meaning `` obstinacy , rebelliousness '' or `` their rebellion . ''",Scottish
MÓR,female,Irish and Scottish Gaelic name meaning `` great . '',Scottish
MORAG,female,"Scottish pet form of Irish/Scottish Mór , meaning `` great . '' Compare with another form of Morag",Scottish
MUIREALL,female,"Scottish Gaelic form of Irish Gaelic Muirgheal , meaning `` sea-bright . ''",Scottish
MUIRÍOL,female,"Scottish Gaelic form of Irish Gaelic Muirgheal , meaning `` sea-bright . ''",Scottish
MURDAG,female,"Feminine form of Scottish Murdoch , meaning `` sea warrior . ''",Scottish
MURDANN,female,"Feminine form of Scottish Murdoch , meaning `` sea warrior . ''",Scottish
MURDINA,female,"Feminine form of Scottish Murdoch , meaning `` sea warrior . ''",Scottish
MURRON,female,"Scottish form of Irish Gaelic Muireann , meaning `` sea-fair . ''",Scottish
MYSIE,female,"Pet form of Scottish Mairead , meaning `` pearl . ''",Scottish
NANDAG,female,"Pet form of Scottish Gaelic Annag , meaning `` favor ; grace . ''",Scottish
NEILINA,female,"Pet form of English Neile , meaning `` champion . '' In use by the Scottish",Scottish
NONIE,female,"Pet form of Scottish Iona , meaning `` island . '' Compare with another form of Nonie",Scottish
NORMANNA,female,"Scottish form of English Norma , meaning `` northman . ''",Scottish
NORMINA,female,"Scottish form of English Norma , meaning `` northman . ''",Scottish
