NumOf_Words,NumOf_Let,Word_Avg_Size,NumOf_Stopwords,NumOf_Number_Char,NumOf_#,NumOf_@,NumOf_Other_Sym,NumOf_Caps_Words
14,63,4.5,9,0,2,0,6,0
4,13,3.25,1,0,0,0,1,0
20,84,4.2,8,4,1,2,5,0
19,84,4.421,9,0,1,0,4,0
8,42,5.25,3,0,1,1,3,0
11,51,4.636,3,0,1,5,6,0
11,66,6.0,2,0,7,2,9,0
13,35,2.692,3,0,1,0,24,0
14,64,4.571,5,0,7,0,13,0
15,66,4.4,6,0,0,0,4,0
7,36,5.143,3,0,2,0,3,0
12,69,5.75,0,0,8,0,12,0
16,56,3.5,3,5,5,0,10,0
25,110,4.4,14,0,0,0,0,0
12,81,6.75,3,6,7,0,8,0
14,45,3.214,3,0,0,5,20,0
14,52,3.714,6,0,0,0,17,0
19,67,3.526,3,0,2,0,30,0
7,40,5.714,0,0,1,2,5,0
13,47,3.615,6,0,2,1,4,0
14,79,5.643,5,0,1,1,7,0
12,68,5.667,2,3,6,0,6,0
11,47,4.273,4,0,2,0,4,0
14,53,3.786,4,0,6,0,15,0
11,46,4.182,5,0,2,0,2,0
8,50,6.25,1,0,1,4,6,0
21,71,3.381,12,0,0,0,2,0
11,37,3.364,0,0,2,1,16,0
16,70,4.375,2,0,3,0,33,0
17,78,4.588,8,0,0,0,3,0
6,33,5.5,0,0,3,0,4,0
11,65,5.909,3,0,6,0,9,0
9,22,2.444,4,0,0,0,2,0
5,28,5.6,0,0,1,0,9,0
10,44,4.4,1,0,1,3,6,0
20,81,4.05,8,0,1,0,3,0
9,35,3.889,6,0,0,0,3,0
17,96,5.647,5,3,10,0,13,0
12,65,5.417,5,0,0,2,3,0
13,66,5.077,1,0,11,0,14,0
17,85,5.0,5,0,2,0,16,0
12,45,3.75,6,0,0,1,6,0
19,103,5.421,2,0,1,1,6,0
12,60,5.0,0,0,10,0,17,0
11,53,4.818,5,0,5,0,8,0
15,53,3.533,3,0,0,1,2,0
14,66,4.714,2,0,7,0,24,0
18,64,3.556,2,3,1,6,12,0
21,72,3.429,12,0,0,1,4,0
5,20,4.0,1,0,2,0,2,0
24,97,4.042,10,0,0,1,8,0
16,81,5.062,7,0,4,0,7,0
7,32,4.571,0,0,0,2,3,0
6,32,5.333,2,2,0,0,0,0
10,59,5.9,0,0,7,0,8,0
8,37,4.625,2,0,1,5,6,0
25,89,3.56,11,0,1,0,13,0
11,59,5.364,5,0,1,1,2,0
22,93,4.227,9,0,7,0,13,0
19,42,2.211,5,0,1,0,36,0
22,98,4.455,5,4,1,1,8,0
11,50,4.545,6,0,2,1,6,0
13,56,4.308,1,14,6,0,14,0
15,62,4.133,1,1,0,7,7,0
17,67,3.941,5,0,4,0,12,0
13,51,3.923,4,0,3,0,16,0
15,60,4.0,3,5,2,0,7,0
13,47,3.615,4,0,0,1,7,0
7,65,9.286,1,0,6,0,6,0
3,25,8.333,1,1,1,0,2,0
8,45,5.625,3,0,3,0,3,0
8,54,6.75,1,0,3,0,7,0
28,98,3.5,6,5,1,1,9,0
21,62,2.952,7,0,1,0,18,0
16,59,3.688,7,0,0,1,2,0
17,70,4.118,3,0,4,0,26,0
20,90,4.5,8,0,3,1,7,0
15,85,5.667,6,0,4,0,7,0
6,33,5.5,2,0,3,0,5,0
9,40,4.444,2,0,1,0,6,0
18,64,3.556,7,0,2,0,11,0
17,82,4.824,6,0,0,0,8,0
15,63,4.2,5,0,4,0,13,0
14,53,3.786,7,0,0,1,4,0
16,83,5.188,6,0,2,1,9,0
18,59,3.278,2,0,3,0,38,0
12,77,6.417,2,0,6,1,11,0
8,40,5.0,3,0,3,0,8,0
9,40,4.444,3,0,0,3,4,0
18,63,3.5,6,0,0,0,13,0
10,54,5.4,3,0,2,0,3,0
23,82,3.565,8,0,3,1,12,0
20,69,3.45,8,0,2,0,18,0
20,84,4.2,7,0,2,2,8,0
15,94,6.267,4,0,1,1,5,0
8,35,4.375,3,0,0,1,7,0
16,68,4.25,4,0,2,0,9,0
24,94,3.917,7,4,1,0,10,0
11,68,6.182,1,0,6,0,6,0
12,70,5.833,5,0,3,0,4,0
3,32,10.667,0,2,1,0,4,0
15,43,2.867,7,0,0,0,13,0
14,52,3.714,5,0,0,0,4,0
14,47,3.357,7,0,0,3,3,0
19,42,2.211,5,0,1,0,36,0
8,27,3.375,1,0,0,0,9,0
15,61,4.067,5,0,1,0,2,0
3,17,5.667,0,0,0,0,0,0
12,37,3.083,5,0,0,0,13,0
8,74,9.25,0,0,5,0,12,0
12,65,5.417,0,0,10,0,17,0
15,64,4.267,1,0,8,0,27,0
4,22,5.5,0,0,3,0,6,0
17,80,4.706,3,0,6,1,10,0
10,40,4.0,5,0,0,0,0,0
6,23,3.833,2,0,1,0,3,0
4,16,4.0,1,0,1,0,2,0
13,67,5.154,8,0,0,0,2,0
10,47,4.7,5,0,0,0,2,0
26,97,3.731,11,2,1,1,8,0
14,65,4.643,4,0,0,1,3,0
16,73,4.562,6,0,3,3,8,0
12,77,6.417,3,2,5,0,7,0
17,65,3.824,4,0,1,0,22,0
54,77,1.426,0,0,2,0,158,0
11,54,4.909,3,0,3,0,3,0
10,74,7.4,0,0,7,0,10,0
9,39,4.333,2,0,2,1,5,0
11,42,3.818,2,4,4,0,9,0
11,77,7.0,2,0,7,1,15,0
12,46,3.833,1,4,6,0,17,0
25,101,4.04,4,3,9,0,35,0
8,34,4.25,5,0,2,0,4,0
7,18,2.571,1,0,0,0,8,0
12,54,4.5,0,0,10,0,17,0
7,44,6.286,0,0,4,0,10,0
4,16,4.0,2,0,1,0,4,0
15,60,4.0,6,0,4,0,13,0
17,82,4.824,6,0,6,0,8,0
5,23,4.6,1,0,0,0,1,0
13,56,4.308,5,0,0,1,2,0
4,17,4.25,2,0,1,0,1,0
19,58,3.053,9,0,0,2,7,0
11,80,7.273,3,0,1,0,2,0
10,52,5.2,5,0,1,0,2,0
21,92,4.381,8,2,2,1,5,0
7,28,4.0,2,0,0,1,2,0
17,58,3.412,5,0,0,1,9,0
11,40,3.636,3,0,0,0,1,0
8,48,6.0,2,0,3,0,7,0
14,59,4.214,3,0,1,1,7,0
8,38,4.75,1,4,1,1,9,0
12,28,2.333,1,0,0,0,27,0
24,105,4.375,12,0,1,0,10,0
24,73,3.042,6,0,1,1,36,0
24,106,4.417,12,0,2,0,6,0
12,59,4.917,0,0,0,0,0,0
19,42,2.211,5,0,1,0,36,0
21,68,3.238,6,1,3,3,28,0
8,32,4.0,0,0,0,1,17,0
11,56,5.091,5,0,1,0,2,0
27,99,3.667,11,0,3,0,8,0
11,51,4.636,3,0,4,0,6,0
12,44,3.667,5,4,0,1,2,0
14,57,4.071,6,0,0,1,5,0
20,71,3.55,8,0,0,2,15,0
6,44,7.333,1,0,2,0,4,0
10,46,4.6,2,0,2,0,3,0
19,85,4.474,8,0,1,0,3,0
15,68,4.533,4,0,1,0,5,0
17,94,5.529,6,0,7,0,10,0
25,96,3.84,14,0,0,1,2,0
6,31,5.167,1,0,0,2,5,0
16,63,3.938,6,0,0,0,11,0
19,79,4.158,8,3,1,0,5,0
19,71,3.737,6,0,0,1,8,0
17,95,5.588,5,2,5,1,8,0
16,84,5.25,6,0,4,0,10,0
6,23,3.833,3,0,2,0,2,0
4,10,2.5,2,1,0,0,0,0
7,47,6.714,1,0,3,0,7,0
5,18,3.6,1,0,0,0,0,0
12,84,7.0,3,0,4,0,8,0
6,42,7.0,0,0,3,1,10,0
20,66,3.3,5,1,0,2,5,0
21,85,4.048,8,1,1,0,5,0
10,85,8.5,0,0,9,0,13,0
14,54,3.857,2,1,2,1,6,0
18,80,4.444,5,2,1,0,3,0
18,92,5.111,7,0,1,3,8,0
8,35,4.375,4,0,0,0,2,0
29,108,3.724,13,2,1,0,6,0
13,54,4.154,4,0,5,0,15,0
16,85,5.312,8,0,3,0,5,0
7,44,6.286,0,0,4,1,5,0
8,33,4.125,1,1,2,0,5,0
9,59,6.556,1,0,4,0,8,0
7,27,3.857,1,0,0,4,7,0
12,43,3.583,7,0,1,0,4,0
7,54,7.714,1,0,4,0,7,0
22,105,4.773,9,0,3,0,6,0
23,83,3.609,11,0,2,0,7,0
22,78,3.545,7,0,1,1,26,0
14,69,4.929,2,0,0,3,5,0
21,81,3.857,10,0,1,0,8,0
12,59,4.917,4,0,2,0,3,0
11,44,4.0,5,0,0,0,0,0
8,41,5.125,2,0,2,1,3,0
18,88,4.889,6,2,1,1,2,0
12,67,5.583,1,0,5,1,7,0
10,33,3.3,3,0,2,1,6,0
21,83,3.952,13,0,1,0,3,0
9,44,4.889,2,3,3,1,6,0
17,79,4.647,4,4,1,1,9,0
15,73,4.867,2,0,1,4,8,0
10,38,3.8,2,0,0,0,8,0
6,34,5.667,1,0,1,0,9,0
6,27,4.5,2,0,0,1,3,0
15,67,4.467,4,0,3,0,8,0
10,35,3.5,5,0,0,1,1,0
9,46,5.111,4,0,2,0,3,0
16,70,4.375,4,0,1,2,14,0
14,65,4.643,3,0,0,0,1,0
21,95,4.524,9,2,0,0,4,0
10,54,5.4,0,0,1,0,7,0
18,86,4.778,6,0,0,2,3,0
12,66,5.5,3,0,2,1,6,0
20,106,5.3,8,0,5,0,7,0
19,75,3.947,4,0,0,7,11,0
12,64,5.333,3,0,2,0,5,0
21,77,3.667,10,0,0,0,2,0
11,63,5.727,1,0,7,0,11,0
4,9,2.25,0,0,0,0,6,0
14,47,3.357,6,0,0,1,2,0
5,17,3.4,0,0,0,0,0,0
4,19,4.75,0,0,2,1,4,0
14,66,4.714,3,0,5,0,13,0
7,33,4.714,0,0,5,0,5,0
13,66,5.077,5,0,1,4,9,0
11,36,3.273,4,0,1,0,3,0
19,42,2.211,5,0,1,0,36,0
3,20,6.667,0,0,2,0,4,0
21,104,4.952,7,0,0,1,6,0
24,75,3.125,10,0,0,0,6,0
11,48,4.364,3,4,4,1,7,0
8,52,6.5,0,0,6,1,7,0
29,97,3.345,15,5,2,1,3,0
18,81,4.5,7,0,3,0,10,0
8,30,3.75,3,0,1,1,15,0
7,55,7.857,0,13,4,1,8,0
16,81,5.062,5,0,1,0,4,0
11,81,7.364,0,0,9,0,12,0
13,53,4.077,4,1,1,1,14,0
16,63,3.938,9,0,2,0,6,0
4,16,4.0,0,0,0,0,1,0
24,110,4.583,9,0,0,0,9,0
21,99,4.714,10,0,1,1,10,0
10,91,9.1,3,0,2,0,3,0
16,85,5.312,6,0,1,3,6,0
19,90,4.737,2,0,1,1,4,0
9,49,5.444,3,0,2,0,3,0
3,14,4.667,0,0,0,1,1,0
10,42,4.2,2,0,0,0,4,0
19,71,3.737,10,0,0,0,3,0
8,29,3.625,5,0,0,0,4,0
20,87,4.35,6,2,2,0,4,0
26,98,3.769,11,0,0,1,8,0
5,22,4.4,2,0,0,0,0,0
17,85,5.0,0,2,10,1,11,0
21,83,3.952,14,0,1,0,3,0
7,26,3.714,3,0,0,2,5,0
9,55,6.111,1,6,2,5,8,0
20,84,4.2,12,0,1,0,3,0
8,29,3.625,0,4,2,0,18,0
15,58,3.867,10,0,0,0,8,0
12,42,3.5,2,0,1,2,21,0
21,75,3.571,7,4,0,0,10,0
14,67,4.786,3,0,1,2,6,0
7,50,7.143,1,0,4,1,6,0
15,88,5.867,3,0,0,0,4,0
10,56,5.6,1,0,2,1,10,0
7,47,6.714,1,0,3,0,7,0
15,77,5.133,4,4,5,1,12,0
20,102,5.1,6,3,6,0,9,0
17,78,4.588,6,0,0,0,3,0
4,26,6.5,1,0,1,1,6,0
10,46,4.6,4,0,0,0,1,0
21,83,3.952,9,0,0,3,3,0
17,70,4.118,7,0,1,1,4,0
14,67,4.786,0,0,9,0,20,0
20,82,4.1,6,0,1,2,6,0
19,42,2.211,5,0,1,0,36,0
17,79,4.647,6,0,7,1,11,0
9,36,4.0,4,0,0,2,6,0
9,42,4.667,3,0,0,2,3,0
12,45,3.75,6,0,1,1,8,0
17,100,5.882,6,4,2,1,7,0
14,68,4.857,2,0,6,1,16,0
13,47,3.615,5,0,0,0,4,0
18,86,4.778,2,0,1,0,3,0
20,95,4.75,6,1,2,1,8,0
17,52,3.059,6,0,0,0,2,0
9,29,3.222,4,0,0,1,3,0
10,59,5.9,3,0,2,1,3,0
16,66,4.125,3,0,1,1,6,0
13,51,3.923,5,1,0,1,7,0
12,57,4.75,1,0,1,0,8,0
10,45,4.5,4,0,4,0,7,0
4,14,3.5,1,0,2,0,2,0
14,48,3.429,3,0,3,0,16,0
13,40,3.077,2,0,0,0,24,0
13,75,5.769,3,6,2,1,7,0
9,39,4.333,4,2,4,0,6,0
16,76,4.75,5,0,2,6,9,0
14,76,5.429,0,0,5,0,26,0
12,53,4.417,4,0,4,0,13,0
12,69,5.75,0,0,9,0,15,0
14,65,4.643,4,0,3,0,17,0
15,76,5.067,5,2,2,0,4,0
7,23,3.286,2,0,1,0,3,0
7,38,5.429,3,0,3,0,3,0
19,66,3.474,10,0,2,0,11,0
9,46,5.111,3,0,3,2,7,0
9,36,4.0,3,0,0,0,2,0
8,52,6.5,3,0,1,1,5,0
8,26,3.25,1,0,1,1,7,0
23,81,3.522,11,0,0,3,6,0
14,74,5.286,4,1,1,1,4,0
21,111,5.286,8,0,1,1,5,0
21,91,4.333,9,0,4,0,6,0
8,45,5.625,2,0,6,0,7,0
15,52,3.467,6,0,1,0,6,0
25,101,4.04,11,0,1,1,8,0
13,63,4.846,1,0,4,0,9,0
12,61,5.083,2,0,3,0,8,0
15,69,4.6,4,2,4,0,12,0
18,75,4.167,7,0,1,0,3,0
6,16,2.667,2,1,0,0,8,0
10,45,4.5,5,0,1,2,5,0
13,58,4.462,5,0,1,2,5,0
19,84,4.421,9,0,1,0,4,0
11,61,5.545,1,0,5,1,7,0
4,20,5.0,0,0,1,1,3,0
23,84,3.652,11,0,0,2,11,0
3,22,7.333,1,0,1,0,1,0
14,45,3.214,6,0,0,0,7,0
13,65,5.0,3,1,3,2,12,0
23,94,4.087,3,0,0,3,13,0
19,76,4.0,3,0,1,0,6,0
13,90,6.923,3,0,4,0,6,0
11,34,3.091,0,0,0,4,20,0
6,21,3.5,4,0,0,0,0,0
9,53,5.889,1,0,4,0,8,0
3,13,4.333,0,4,1,0,1,0
15,60,4.0,1,0,12,0,23,0
18,71,3.944,3,4,5,0,12,0
16,67,4.188,7,0,2,2,5,0
14,74,5.286,2,0,11,1,12,0
8,24,3.0,2,0,0,1,6,0
10,69,6.9,2,10,4,1,9,0
24,94,3.917,5,1,0,2,11,0
19,105,5.526,7,0,2,0,6,0
19,71,3.737,7,0,2,0,8,0
11,66,6.0,3,0,6,0,9,0
22,77,3.5,8,1,0,0,8,0
8,41,5.125,3,2,3,1,4,0
3,13,4.333,1,0,0,0,1,0
18,47,2.611,0,0,6,0,46,0
23,70,3.043,10,0,0,2,7,0
24,100,4.167,10,0,1,1,6,0
11,66,6.0,0,0,5,0,21,0
10,36,3.6,4,0,0,0,1,0
17,81,4.765,0,5,5,1,13,0
8,25,3.125,4,0,0,0,6,0
18,60,3.333,13,0,0,0,4,0
14,61,4.357,6,0,0,3,4,0
5,46,9.2,0,0,3,0,5,0
9,42,4.667,3,0,2,0,4,0
10,44,4.4,5,0,2,0,3,0
6,14,2.333,2,0,0,0,8,0
23,88,3.826,6,0,0,1,16,0
19,79,4.158,0,0,9,0,39,0
6,28,4.667,2,0,3,0,5,0
10,45,4.5,3,0,0,0,4,0
16,63,3.938,2,0,4,1,13,0
17,72,4.235,9,0,3,0,4,0
14,58,4.143,5,2,3,0,6,0
13,49,3.769,3,0,3,0,8,0
20,72,3.6,9,0,0,2,4,0
8,39,4.875,4,0,1,0,1,0
8,58,7.25,2,0,3,1,5,0
13,58,4.462,1,0,10,0,10,0
15,59,3.933,4,0,1,0,15,0
21,95,4.524,9,0,1,1,6,0
17,110,6.471,5,0,7,0,9,0
11,71,6.455,3,3,3,0,7,0
27,102,3.778,16,0,2,0,4,0
9,37,4.111,2,0,2,0,10,0
30,95,3.167,12,0,2,0,7,0
14,50,3.571,5,4,2,0,5,0
13,76,5.846,1,0,6,2,12,0
12,67,5.583,1,0,9,0,17,0
21,110,5.238,8,0,2,0,3,0
12,50,4.167,5,0,0,0,6,0
15,69,4.6,3,1,2,4,15,0
7,19,2.714,1,0,2,0,14,0
19,74,3.895,2,0,8,0,39,0
15,64,4.267,4,0,6,0,21,0
20,88,4.4,7,0,0,3,6,0
20,84,4.2,13,0,1,0,3,0
11,49,4.455,4,0,4,1,8,0
16,99,6.188,3,0,1,2,5,0
18,51,2.833,5,1,1,1,11,0
15,53,3.533,1,0,3,4,20,0
14,70,5.0,5,0,1,0,2,0
19,42,2.211,5,0,1,0,36,0
21,86,4.095,3,0,2,0,27,0
23,105,4.565,14,0,4,0,5,0
18,72,4.0,7,0,0,1,5,0
15,101,6.733,4,0,3,0,5,0
12,52,4.333,7,0,0,0,0,0
6,36,6.0,1,0,1,0,3,0
25,96,3.84,12,0,1,1,10,0
15,65,4.333,0,0,9,0,28,0
12,73,6.083,3,5,3,1,8,0
12,57,4.75,3,4,0,1,4,0
22,81,3.682,3,4,4,0,18,0
22,99,4.5,8,0,0,1,5,0
15,82,5.467,8,0,2,0,3,0
13,59,4.538,4,0,9,0,14,0
15,68,4.533,1,0,4,1,26,0
14,75,5.357,7,0,2,1,3,0
14,57,4.071,4,1,2,1,10,0
5,14,2.8,3,0,0,0,0,0
27,96,3.556,13,0,0,0,6,0
12,50,4.167,2,0,4,0,17,0
13,52,4.0,2,1,7,0,15,0
9,26,2.889,3,0,0,0,14,0
12,48,4.0,4,1,3,0,7,0
3,22,7.333,0,0,1,1,2,0
10,61,6.1,2,0,2,0,7,0
20,91,4.55,6,3,2,1,14,0
14,72,5.143,6,4,3,0,5,0
11,66,6.0,3,2,4,1,8,0
17,84,4.941,4,1,3,0,7,0
8,33,4.125,3,0,3,0,7,0
11,35,3.182,2,0,0,1,15,0
14,78,5.571,4,0,9,1,11,0
23,88,3.826,10,5,1,5,8,0
19,101,5.316,6,0,4,1,9,0
13,63,4.846,0,0,7,0,10,0
8,48,6.0,2,0,2,0,8,0
15,86,5.733,7,4,5,0,6,0
13,57,4.385,7,0,4,0,6,0
6,31,5.167,2,0,3,0,5,0
24,96,4.0,12,0,3,0,8,0
15,58,3.867,6,0,1,0,3,0
6,28,4.667,2,0,2,1,4,0
7,32,4.571,2,0,2,1,4,0
5,18,3.6,3,0,0,0,1,0
8,40,5.0,1,1,2,2,4,0
6,31,5.167,2,0,3,0,5,0
9,80,8.889,2,0,2,1,5,0
7,35,5.0,2,0,1,0,2,0
4,28,7.0,2,0,2,0,4,0
21,106,5.048,9,0,4,0,6,0
9,52,5.778,2,0,2,0,3,0
11,58,5.273,2,0,2,0,4,0
20,77,3.85,10,4,0,0,3,0
6,21,3.5,4,0,0,0,1,0
6,31,5.167,3,0,1,1,2,0
13,71,5.462,1,0,7,4,12,0
17,81,4.765,8,0,3,0,4,0
7,40,5.714,1,3,2,1,5,0
19,81,4.263,8,0,0,0,13,0
25,91,3.64,6,7,6,0,25,0
29,101,3.483,13,3,0,0,3,0
17,63,3.706,8,0,1,1,7,0
14,62,4.429,4,0,2,1,11,0
18,74,4.111,7,0,2,0,4,0
8,47,5.875,1,0,1,0,6,0
23,99,4.304,12,0,0,1,2,0
12,74,6.167,0,0,7,0,18,0
14,61,4.357,5,0,7,1,12,0
10,59,5.9,2,0,3,0,6,0
16,78,4.875,5,0,6,0,8,0
17,85,5.0,2,0,1,0,3,0
13,62,4.769,1,0,3,1,10,0
9,47,5.222,2,0,0,1,2,0
7,20,2.857,0,0,0,0,14,0
19,82,4.316,6,4,2,0,8,0
8,26,3.25,2,0,0,0,1,0
10,25,2.5,1,0,0,1,17,0
12,54,4.5,3,0,3,0,5,0
11,62,5.636,4,0,3,0,4,0
12,54,4.5,3,0,0,0,1,0
16,74,4.625,6,0,1,2,5,0
8,40,5.0,3,0,2,0,3,0
17,65,3.824,4,1,4,0,19,0
21,74,3.524,9,3,1,0,4,0
14,58,4.143,4,0,1,2,4,0
6,35,5.833,2,0,3,0,5,0
11,65,5.909,2,0,7,0,12,0
6,26,4.333,1,0,2,0,4,0
8,34,4.25,1,0,0,0,0,0
21,99,4.714,8,2,2,0,11,0
7,72,10.286,0,0,4,0,4,0
18,86,4.778,9,0,1,0,3,0
7,41,5.857,0,0,0,2,5,0
14,68,4.857,2,0,6,1,16,0
11,41,3.727,4,0,0,0,4,0
21,78,3.714,10,3,0,1,6,0
9,56,6.222,0,2,5,0,10,0
15,75,5.0,2,2,3,1,10,0
22,85,3.864,10,0,1,2,7,0
7,53,7.571,0,0,5,0,8,0
9,40,4.444,5,0,1,0,5,0
16,60,3.75,4,0,2,0,18,0
20,81,4.05,10,3,0,1,4,0
17,72,4.235,5,0,3,0,25,0
8,29,3.625,3,0,0,1,8,0
13,74,5.692,3,0,4,1,9,0
7,28,4.0,2,0,4,0,7,0
21,91,4.333,9,0,0,2,8,0
18,76,4.222,6,1,1,0,6,0
14,57,4.071,2,0,5,0,13,0
23,89,3.87,12,0,2,0,4,0
14,54,3.857,7,0,0,1,1,0
7,38,5.429,3,0,2,0,3,0
12,48,4.0,3,0,1,1,4,0
16,91,5.688,4,0,8,1,10,0
21,83,3.952,9,1,1,0,3,0
11,42,3.818,1,0,1,0,15,0
22,89,4.045,10,1,2,3,8,0
14,68,4.857,5,0,1,1,3,0
19,85,4.474,8,0,1,0,3,0
14,65,4.643,5,0,0,1,2,0
9,45,5.0,2,0,3,1,12,0
19,76,4.0,9,0,1,2,7,0
31,98,3.161,10,5,0,0,20,0
20,109,5.45,9,0,1,0,4,0
12,72,6.0,2,2,2,0,7,0
13,54,4.154,1,0,5,0,29,0
20,98,4.9,8,0,0,1,6,0
14,66,4.714,2,0,8,0,19,0
6,35,5.833,2,0,3,0,5,0
8,37,4.625,1,0,0,1,2,0
14,59,4.214,3,0,2,1,11,0
13,67,5.154,6,0,2,1,4,0
8,35,4.375,0,2,5,0,6,0
9,30,3.333,4,0,0,0,2,0
7,24,3.429,3,0,0,0,0,0
8,32,4.0,3,0,0,1,3,0
20,85,4.25,12,0,1,0,2,0
14,60,4.286,3,3,1,1,8,0
21,91,4.333,8,0,1,0,7,0
23,99,4.304,10,0,0,1,4,0
7,31,4.429,1,0,1,1,2,0
10,58,5.8,3,0,1,3,5,0
18,63,3.5,9,0,0,1,7,0
17,72,4.235,5,0,3,0,11,0
22,53,2.409,5,0,0,1,49,0
7,41,5.857,2,0,1,1,2,0
13,68,5.231,4,0,3,0,8,0
6,35,5.833,2,0,3,0,5,0
12,46,3.833,4,0,0,0,5,0
27,107,3.963,9,0,1,0,7,0
10,32,3.2,1,0,1,0,24,0
22,74,3.364,6,1,1,1,26,0
11,53,4.818,1,3,1,0,1,0
12,48,4.0,5,0,2,1,7,0
15,43,2.867,3,0,1,2,27,0
21,85,4.048,10,0,1,4,7,0
4,12,3.0,0,0,0,0,6,0
25,103,4.12,1,1,2,1,4,0
7,32,4.571,1,0,2,0,3,0
15,79,5.267,6,0,3,1,12,0
11,51,4.636,4,0,3,1,5,0
6,24,4.0,4,0,1,0,8,0
15,62,4.133,4,0,0,0,5,0
9,33,3.667,2,0,4,0,5,0
18,75,4.167,6,0,0,0,2,0
18,82,4.556,7,0,1,0,3,0
10,51,5.1,3,0,2,1,4,0
4,32,8.0,0,0,2,0,4,0
15,81,5.4,2,0,6,1,12,0
18,75,4.167,7,0,1,0,3,0
15,59,3.933,7,0,0,2,5,0
5,14,2.8,2,0,0,0,0,0
16,74,4.625,7,0,1,0,4,0
8,29,3.625,3,0,1,0,5,0
4,28,7.0,0,0,2,0,3,0
18,87,4.833,7,0,0,0,1,0
21,109,5.19,6,0,1,0,4,0
11,71,6.455,1,1,7,1,12,0
16,67,4.188,8,0,0,0,3,0
6,30,5.0,2,0,3,0,5,0
17,98,5.765,5,3,1,1,5,0
15,62,4.133,4,0,9,0,14,0
5,40,8.0,0,0,3,0,8,0
9,35,3.889,5,0,1,0,5,0
8,27,3.375,6,0,0,0,1,0
19,93,4.895,4,0,0,1,4,0
19,42,2.211,5,0,1,0,36,0
10,38,3.8,1,0,3,1,12,0
13,48,3.692,3,0,0,0,8,0
14,53,3.786,8,0,1,0,4,0
3,16,5.333,0,0,0,0,1,0
14,67,4.786,5,0,1,2,4,0
12,72,6.0,3,0,2,0,8,0
20,98,4.9,8,0,5,1,9,0
6,30,5.0,2,0,1,0,2,0
4,26,6.5,0,4,1,0,1,0
5,30,6.0,0,0,0,0,0,0
10,56,5.6,4,0,2,0,4,0
12,51,4.25,6,0,0,0,1,0
20,77,3.85,9,2,0,1,4,0
14,48,3.429,5,0,4,2,6,0
15,79,5.267,5,0,1,0,7,0
15,72,4.8,1,0,13,0,18,0
19,42,2.211,5,0,1,0,36,0
21,56,2.667,5,0,4,0,40,0
10,37,3.7,4,0,1,0,2,0
20,88,4.4,9,0,3,1,9,0
6,21,3.5,2,0,0,1,2,0
8,21,2.625,4,0,0,0,8,0
15,96,6.4,5,0,1,0,4,0
13,46,3.538,4,1,0,1,3,0
6,22,3.667,3,0,0,1,1,0
12,68,5.667,0,0,10,0,13,0
18,83,4.611,4,2,4,0,7,0
10,53,5.3,5,0,2,0,3,0
19,73,3.842,8,2,2,0,5,0
20,87,4.35,5,10,0,0,1,0
6,43,7.167,1,0,3,0,9,0
18,76,4.222,6,2,1,1,4,0
8,31,3.875,4,0,0,0,1,0
15,63,4.2,6,0,4,0,13,0
9,43,4.778,2,2,4,0,4,0
24,61,2.542,8,0,0,1,30,0
6,32,5.333,1,0,0,0,0,0
7,39,5.571,3,0,2,0,3,0
8,38,4.75,2,0,0,0,4,0
18,75,4.167,7,0,1,0,3,0
24,90,3.75,10,0,0,0,5,0
7,52,7.429,1,0,5,0,11,0
21,85,4.048,8,3,1,2,10,0
18,107,5.944,6,0,4,1,6,0
24,96,4.0,7,3,0,1,6,0
18,71,3.944,4,1,3,1,11,0
14,54,3.857,6,0,0,1,8,0
16,64,4.0,3,0,1,0,16,0
4,26,6.5,0,0,3,0,4,0
17,67,3.941,8,0,2,1,5,0
8,33,4.125,0,5,0,0,7,0
22,83,3.773,13,0,1,0,6,0
12,70,5.833,0,0,10,1,14,0
9,93,10.333,0,1,9,0,12,0
6,27,4.5,0,0,2,0,6,0
16,63,3.938,5,1,1,1,7,0
24,90,3.75,14,1,0,0,1,0
4,22,5.5,2,7,1,0,3,0
14,65,4.643,4,0,1,0,8,0
19,85,4.474,5,0,0,3,7,0
9,30,3.333,3,1,0,0,0,0
6,36,6.0,2,0,3,0,5,0
18,75,4.167,4,0,3,3,10,0
12,70,5.833,1,0,7,0,7,0
14,52,3.714,7,0,1,0,1,0
12,65,5.417,2,0,7,0,12,0
8,43,5.375,4,0,1,2,4,0
16,89,5.562,4,0,1,0,2,0
16,85,5.312,0,0,0,0,5,0
4,16,4.0,2,0,0,0,0,0
23,90,3.913,6,12,1,1,11,0
19,42,2.211,5,0,1,0,36,0
22,82,3.727,8,4,6,0,6,0
10,66,6.6,1,0,3,0,7,0
11,49,4.455,4,0,4,1,8,0
5,27,5.4,1,0,3,0,4,0
19,73,3.842,6,5,1,1,9,0
12,67,5.583,1,0,9,0,17,0
22,90,4.091,9,0,2,1,4,0
19,82,4.316,8,0,1,0,3,0
15,73,4.867,6,0,0,2,5,0
21,78,3.714,7,0,1,1,18,0
14,90,6.429,4,0,1,0,4,0
16,74,4.625,3,2,6,2,11,0
15,66,4.4,3,1,0,0,8,0
19,84,4.421,9,0,1,0,4,0
18,79,4.389,6,0,0,0,2,0
11,65,5.909,0,0,7,0,11,0
22,98,4.455,7,0,0,1,7,0
14,62,4.429,4,0,1,0,7,0
17,89,5.235,5,0,5,0,6,0
