sentence,NOUN,VERB,ADV,AUX,ADJ,ADP,PUNCT,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes
"העובדים האלה לא מבוטחים בביטוח אבטלה, ולכן לא יכולים להיות זכאים לדמי אבטלה:עובד עצמאי - לבדיקת זכויות של עובדים עצמאיים ופרילנסרים בעקבות הקורונה לחצו כאןבעל שליטה בחברת מעטים - לא זכאי לדמי אבטלה גם אם הוא עובד בה כשכיר.",16,4,4,1,4,3,5,38,179,4.711,0,5,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
איך לסדר את חדר התינוק?,2,1,0,0,0,1,1,5,18,3.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"כמו כן הרופא יקבע את תאריך תחילת אחוז הנכות הרפואית, ואם הנכות הרפואית היא לתקופה זמנית או קבועה (לצמיתות).",13,2,0,0,0,2,4,19,85,4.474,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"תלמידים במצב חירום, כגון תלמידים שנשרו מפנימייה או עזבו אותה והעובד הסוציאלי שהוא פקיד סעד לחוק נוער סבור כי יש לדון בעניינם בוועדת השמה.",12,5,2,0,0,2,2,24,112,4.667,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"חשוב לדעת, עבודה בחלק מהחודש נחשבת לחודש עבודה מלא.",5,2,0,0,1,0,2,9,41,4.556,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"סימני האירוע הם מתן שתן רב, בחילות, הקאות וכאבי בטן, בעיקר בילדים, סימני התייבשות ונשימות מהירות.",14,0,1,1,0,0,5,16,77,4.812,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"אלו מקומות נחשבים כמקומות ציבורים לפי חוק ובהם העישון אסורהחוק אוסר לעשן במקומות הציבוריים המפורטים להלן:אולם המשמש בדרך כלל לבית קולנוע, לתיאטרון, להופעות, לקונצרטים, לאופרה או למחול וכן חדר אואולם המשמש לדיון, להרצאה או לישיבות, וכן המסדרונות והאכסדרות, למעט חדר נפרד לחלוטיןשהוקצה לעישון בהפסקות בידי הנהלת המקום, מלבד שעומד בתנאי החוק.",27,5,12,0,2,3,10,52,279,5.365,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
במכתב צריכה להימצא רשימת כל התרופות הקבועות שנוטלים.,4,2,1,0,0,0,1,8,44,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
קיימים 5 תנאי זכאות לקבלת דמי אבטלה:תנאי ראשון – תושבותעליך להיות תושב/ת ישראל או תושב ארעי (בידך רישיון לישיבת קבע או רישיון לישיבת ארעי).,17,3,1,0,1,0,6,25,110,4.4,1,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
תרופות מרשם יש לקחת באריזות המקוריות ולא במיכלים אחרים.,5,2,1,0,0,0,1,9,46,5.111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"בחלק מן המקומות המוגדרים בחוק, ניתן להקצות חדר המיועד לעישון, שיהיה נפרד לחלוטין, מאוורר היטב, ושהעשן אינו מהווה מטרד בחלקים אחרים באותו מקום.",10,5,5,0,1,1,5,23,115,5.0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"לבדיקה, הכניסו  אצבע בין הבטן לחיתול.",4,1,0,0,0,1,2,6,29,4.833,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
פריחה אצל תינוקות יכולה להיות ממוקדת או מפוזרת על כל הגוף.,3,2,2,0,0,2,1,11,47,4.273,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"הצגה עצמיתתחילה תתבקש לפרט את המחלות או הליקויים הרפואיים שאתה סובל מהם, וכיצד הם משפיעים על אורך חייך והתפקוד היום-יומי.",9,4,2,0,0,2,3,21,99,4.714,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"אפשר לחמם את החדר בכל אמצעי החימום, אך מטעמי בטיחות עדיף להשתמש במכשירי חימום חשמליים כמו רדיאטור או מזגן.",10,3,1,0,0,1,2,19,86,4.526,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
בטיפול היומיומי נזקקים בדרך כלל החולים בסוכרת נעורים לזריקות אינסולין.,7,1,2,0,0,0,1,10,60,6.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
פקחי אגף הפיקוח העירוני הוסמכו לביצוע אכיפה על פי החוק.,7,1,0,0,0,2,1,10,45,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
יש לו פריחה בעור.,2,1,0,0,0,0,1,4,13,3.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"בוועדת השמה מתקבלת ההחלטה אם התלמיד ילמד בחינוך רגיל או בחינוך מיוחד, ובאיזו מסגרת ישובץ: גן לחינוך מיוחד, כיתת חינוך מיוחד בבי""ס רגיל, או בי""ס לחינוך מיוחד.",21,3,1,0,1,0,7,29,124,4.276,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0
"התסמינים רבים וכוללים, בין היתר: צמא מוגבר מתן שתן רב איבוד משקל עלייה בתיאבון עייפות בחילות ראייה מטושטשת .",11,0,3,0,2,2,3,18,87,4.833,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"אם טרם מילאתם את השאלונים, תוכלו להוריד אותם כאן:צוות המומחים של הוועדה כולל אנשי מקצוע מכל התחומים שקשורים להתפתחות הילד: רפואה, פסיכולוגיה, עבודה סוציאלית, פיזיותרפיה, ריפוי בעיסוק וקלינאות תקשורת.",19,4,2,0,0,3,8,30,163,5.433,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"עישון במקום ציבורי או החזקת כלי עישון דלוק בניגוד לחוק - 1,000 ₪ קנסאי הצבת שילוט האוסר עישון במקום / החזקת שילוט לא תקין - 5,000 ₪ קנסהצבת מאפרה במקום האסור לעישון - 1,000 ₪ קנסהמחזיק במקום ציבורי חייב לפקח ולעשות כל שניתן למניעת עישון בתחום המקום הציבורי שבהחזקתו.",31,4,0,0,2,3,8,45,207,4.6,12,11,0,4,0,0,0,0,0,0,0,4,0,0,0,0,1
מטרת הטיפול באינסולין היא להפחית את רמת הגלוקוזה הגבוהה בדם המופיעה בעיקר אחרי ארוחות.,9,2,1,0,0,2,1,14,72,5.143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"חשוב להדגיש, כי אין חובה להקצות חדר עישון.",3,4,0,0,0,0,2,8,33,4.125,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
יש כמה סוגים של סוכרת.,2,1,0,0,0,1,1,5,17,3.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"אם מדובר במסמכים רפואיים נוספים, תתבקש להגיש אותם, ואם בבדיקות רפואיות, תתבקש לבצע את הבדיקות.",5,5,1,0,0,1,4,15,76,5.067,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ועדת העברות כוללת נציגות פיקוח, נציגות מהשפ""ח ונציגות מהאגף לחנ""מ.",11,1,0,0,0,0,4,12,53,4.417,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"על המכתב לכלול בצורה ברורה רשימה של כל הפעולות הרפואיות שבוצעו בעבר - צנתור, ניתוח מעקפים, החלפת מפרקים וכיוצא באלה).",12,1,2,0,1,2,5,19,93,4.895,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
"כל מקום בבניין של מרכז תרבות נוער וספורט (מתנ""ס) או של תנועת נוער.",10,0,0,0,0,2,4,14,50,3.571,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
בדיקות מעבדה חשובות נוספות: בדיקת שתן לבדיקת רמת הגלוקוזה ותפקודי הכליות ובדיקת רמת ההמוגלובין הקשור לסוכר (HbA1C).,17,0,1,0,0,0,4,17,95,5.588,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
יש להקפיד שההפניה תיעשה לא יאוחר מה- 31 במרץ מידי שנה כדי שהוועדה תסיים את הדיונים עד 15 במאי (לתלמידי בתי הספר) ועד 31 במאי (לגני ילדים) ועדת שיבוץועדות שיבוץ פועלות בחודשים יוני ויולי.,19,4,0,0,1,5,6,34,147,4.324,6,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"חוץ מזה, אמבטיה היא זמן נעים להיכרות ולחיזוק הקשר.",3,0,2,1,1,1,2,9,40,4.444,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"בכל מקרה, אם נוסעים עם אסתמה מומלץ להתייעץ הן עם הרופא או הרופאה במרפאת־המטיילים והן עם הרופא או הרופאה המבצעים את המעקב אחר האסתמה ולגבש תוכנית פעולה ברורה למקרה שיופיעו סיבוכים (למשל: שמות וכתובות מדויקים של מרפאות או בתי־חולים אמינים ביעדים השונים וכיצד בדיוק מגיעים אליהם).",24,5,4,0,2,7,7,48,225,4.688,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"אינסולין הוא הורמון חשוב ביותר שמופרש מתאי בטא בלבלב, ותפקידו לעזור לסוכר (גלוקוזה) המצוי בדם להיכנס לתוך התאים.",10,3,1,1,1,2,4,18,91,5.056,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
לעיתים עשוי הרופא להפנות את הילד לבדיקות שמיעה וראייה לפני שהוא מפנה אותו לוועדה.,6,3,1,0,0,2,1,14,67,4.786,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"בכל מקום אחר בעסק או באותו מוסד, שאינו עונה על הדרישות המפורטות,כגון חדר מדרגות, אסור לעשן או להתיר עישון.",10,3,2,0,1,1,4,20,84,4.2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
זה מידבק?,1,0,0,0,0,0,1,2,7,3.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"יש לזכור שמיומנויות רבות נרכשות עם הגיל, ולכן יש סדר בטיפול.",5,2,3,0,0,1,2,11,48,4.364,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"תנאי שני - מעמדך בישראלהכרה כנפגע פעולות איבה ניתנת רק למי שהמעמד שלו בישראל הוא אחד מאלה:אתה תושב/ת ישראל או בעל אזרחות ישראלית והפגיעה התרחשה בישראל, בשטחי יהודה שומרון (שטחים שבשליטת ישראל) או מחוץ לישראל.",20,2,1,1,2,2,7,36,167,4.639,0,7,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1
"כיום, כשהטיפול באינסולין הוא מתקדם מאוד, יכולים החולים ליהנות מתוחלת חיים ממושכת.",5,3,4,0,0,0,3,12,67,5.583,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
מה עושים?,1,0,0,0,0,0,1,2,7,3.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
מה לעשות?,1,0,0,0,0,0,1,2,7,3.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"בכי ואי־שקט של תינוק יכולים לנבוע ממגוון רב של סיבות: רעב, כאב בטן, חוסר נוחות עקב התנוחה שבה הוא מונח, חיתול מלוכלך ורטוב, סביבה חמה מדי או קרה מדי, לאחר ארוחה - בגלל נוכחות של בועת אוויר שטרם השתחררה.",17,4,4,0,5,7,9,39,155,3.974,0,9,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0
"הסיבה פשוטה: תכשירים רבים רגישים לשינויים קיצוניים בטמפרטורה (למשל, אינסולין), ופעמים רבות מידות החום והקור בתא המטען אינן מבוקרות.",11,3,4,0,0,1,6,19,107,5.632,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"המזרן חייב להיות קשה, שטוח ומצופה בבד אטום לנוזלים כדי למנוע חלחול נוזלים לספוג.",6,3,0,0,3,2,2,14,65,4.643,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
מהם גורמי הסיכון?,2,0,1,0,0,0,1,3,14,4.667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
בעל העסק חייב לתלות שילוט האוסר על העישון במקום וכן אסור להציב מאפרות במקום בו אסור לעשן.,10,4,2,0,0,1,1,17,72,4.235,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"בקשה בליווי הסבר ונימוקים, על הפונים לצרף את המסמכים הבאים:בקשה בליווי הסבר ונימוקים.",9,1,0,0,0,4,3,14,70,5.0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
איך מגישים תביעה?,1,1,0,0,0,0,1,3,14,4.667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"מניחים שישנם גורמים רבים המשפיעים על הופעת המחלה ובהן: תורשה, תזונה לקויה, תגובה של מערכת החיסון ומחלות נגיפיות.",11,2,2,0,0,2,4,18,91,5.056,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
נוסעים עם מחלת־לבציוד ותרופות:מטיילים חולי לב צריכים להצטייד במכתב מפורט באנגלית המתאר את מצבם ואת ההליכים הרפואיים שעברו.,13,3,0,0,1,2,3,20,102,5.1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ואם לא די בכך, הירידה בפעילות מערכת החיסון מכרסמת בתגובת הגוף לחיסונים הניתנים לפני הנסיעה וניכרת גם ירידה בתפקודים הנוירולוגיים – קושי לשנן ולזכור וירידה בחדות הראייה והשמיעה – מה שעלול להאט את ההסתגלות של המטיילים לסביבתם החדשה.",22,3,1,0,1,3,3,36,189,5.25,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
נציגי שירות לקוחות – תוכלו לגשת אל משרדי אגף הגבייה בשעות קבלת קהל ולשלם בהמחאה או בכרטיס אשראי.,12,3,0,0,0,1,2,17,77,4.529,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
רצוי לחתל כך שהחיתול לא יהיה הדוק מדי לגוף.,2,2,2,1,1,0,1,9,34,3.778,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"מנגנון ויסות החום של התינוק לא בשל בחודשים הראשונים לחייו, בין היתר משום ששכבת השומן על גופו היא דקה, ושטח עורו גדול יחסית  למשקלו.",12,1,4,1,2,3,3,24,104,4.333,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"השיפור במצב הבריאותי של בני גילאים אלה, והעלייה בהכנסה הפנויה, למי שקרנות הנאמנות שלהם לא נמחקו בשנה האחרונה, מאפשרים לרבים לממש תוכניות וחלומות ישנים – גם לנסוע ליעדים שבעבר לא נמנו על היעדים הקלאסיים של הנוסעים מעל גיל 6",20,5,3,0,0,5,4,38,180,4.737,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"מי שלא מלאו לו 20, יכול להיות זכאי לדמי אבטלה במקרים מסוימים - למידע נוסף לחצו כאן.",7,3,2,1,1,0,3,16,64,4.0,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
אם נפגעת בפגיעת איבה בחוץ לארץ ואתה זכאי לפיצוי לפי דיני המדינה שבה נפגעת או הארץ שבה אתה תושב - אינך זכאי לתגמולים לפי חוק התגמולים לנפגעי פעולות איבה.,15,2,1,0,2,3,2,28,122,4.357,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
הכתמים האלה מתבהרים במשך הזמן ונעלמים בתוך כמה חודשים עד שנה.,5,2,0,0,0,2,1,11,50,4.545,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"באזורים מרוחקים נוסף גם הסיכון של חוסר הזמינות של עזרה רפואית ממוסדת, בתי־חולים ומרפאות, ברמה שאליה רגילים בישראל.",11,1,4,0,0,2,4,19,93,4.895,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
בדיקת HbA1C משמשת מדד טוב של איזון הסוכרת בשלושת החודשים שקדמו לבדיקה ומשמשת כיום הבדיקה העיקרית לאיזון ולמעקב אחר המחלה.,14,2,1,0,0,3,1,20,101,5.05,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"סוכרת מבוגרים, הנקראת גם סוכרת סוג 2 או סוכרת שאינה תלויה באינסולין.",6,0,1,0,2,0,2,12,55,4.583,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
פעם ביום רצוי להוציא את התינוק לחדר מחומם אחר ולאוורר את חדרו.,5,3,2,0,0,2,1,12,50,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
לטיפת חלב מומלץ להגיע מוקדם ככל הניתן ולכל המאוחר שבועיים לאחר הלידה.,5,2,4,0,0,1,1,12,57,4.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"הכליות מפנות את עודפי הסוכר מהדם, ואילו התאים נותרים ללא חומר הגלם החיוני לתפקודם התקין.",8,2,1,0,2,2,2,15,72,4.8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ועדת השילוב מתקיימת במתי""א באר שבע, לפרטים נוספים בטלפון 08-647466",5,1,1,0,0,1,3,12,54,4.5,8,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"מומלץ להציב את מיטת התינוק ליד קיר פנימי של הבית, באזור מואר  ומאוּורר.",6,2,2,0,0,3,2,14,55,3.929,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ניתן לבטל את השירות בכל עת ולקבל את החיוב התקופתי באמצעות הדואר.מניעת העישון במקומות ציבוריים והחשיפה לעישוןב 7- לנובמבר 2007 , כ""ו בחשוון התשס""ח, נכנס לתוקף התיקון לחוק מניעת העישון במקומות ציבוריים והחשיפה לעישון.",23,3,1,0,2,5,7,36,175,4.861,5,7,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0
העור של תינוק חדש הוא בדרך כלל עדין ורגיש.,3,0,2,1,2,1,1,9,33,3.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
מחזיקים במקומות ציבוריים ו/או נושאי משרה ישאו באחריות ליישום החוק והוראותיו.,8,1,1,0,0,0,2,12,64,5.333,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
במקרה כזה יישלח אליך מכתב שבו יפורט מה מבקשת הוועדה.,3,3,3,0,0,0,1,10,42,4.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"במקרה של אי הסכמה להחלטת ועדת ההשמה רשאי הילד בעל צרכים מיוחדים, ההורה או נציג של ארגון ציבורי להגיש ערר לוועדת ערר, תוך 21 ימים מיום שקיבל את ההחלטה.",19,3,0,0,0,5,3,29,119,4.103,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"מטרתו לקדם את הילד, לשפר את יכולותיו ולהעניק לו ארגז כלים להמשך הדרך.",6,3,0,0,0,3,2,13,55,4.231,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
מסיבה דומה ניתן להבחין לעיתים בנפיחות בשדי התינוקות משני המינים.,5,2,2,0,0,0,1,10,54,5.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ועדת השמה תשמש גם כ-וועדת ערר על החלטת ועדת השילוב המוסדות.,8,1,0,0,0,2,2,12,47,3.917,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
הבדיקה הבסיסית ביותר היא של רמת הגלוקוזה בדם בצום.,4,1,2,0,0,2,1,9,41,4.556,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"הסיבה לקטואצידוזיס היא חוסר במנת אינסולין, מחלה זיהומית או טראומה.",8,0,0,1,0,0,2,10,55,5.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
הילד יוזמן לאבחונים שמיועדים לקבוע את תחומי החוזקה והקושי שלו ולהתאים תוכנית טיפול לצרכיו.,8,4,0,0,0,1,1,14,76,5.429,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
כמו כן תסביר האחות על תכנית החיסונים המומלצת על־ידי משרד הבריאות.,8,1,0,0,0,3,2,12,53,4.417,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
חניון ציבורי מקורה או תת קרקעי.,4,0,0,0,0,1,1,6,25,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"התמיכה תינתן על-ידי צוות החינוך המיוחד המתמחה בטיפול בתלמידים בעלי לקויות שונות, בהלימה לצורכי התלמיד ובהתחשב במשאבים הזמינים באותה מסגרת חינוכית (שעות ההוראה, כוח-האדם והתנאים הפיזיים).",22,1,0,0,3,2,7,28,154,5.5,0,7,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
"ועדת השמההשמת תלמידים במסגרות החינוך המיוחד נקבעת, בהתאם לחוק, על ידי ועדת השמה, על בסיס חוות דעת חינוכית והערכות מקצועיות.",15,1,1,0,0,3,4,20,100,5.0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"מסגרת טיפולית קבועה, שבה כולם משתפים פעולה - הילד, הוריו, המטפלים המקצועיים ולעיתים גורמים נוספים - עשויה להביא לשינויים משמעותיים מאוד בתפקוד הילד.",11,3,5,0,1,0,6,21,120,5.714,0,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0
בימי ד' לא מתקיימת קבלת קהל.,4,1,0,0,0,0,2,6,21,3.5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"סוכרת נעורים מופיעה בדרך כלל בפתאומיות, לעיתים קרובות אחרי שהילד או הצעיר סבלו ממחלה נגיפית כלשהי.",7,2,5,0,0,1,2,16,81,5.062,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
חתימה על טופס ויתור סודיות בדיקות שמיעה וראיהאת המסכמים יש להגיש לשירות הפסיכולוגי החינוכי אשר נמצא בכתובת רח' שאול אביגור 1 באר שבע.,12,2,0,1,2,2,2,23,109,4.739,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"גן אירועים, וכן איזור הנמצא מחוץ למבנה ומשמש את גן האירועים (להלן – אזור), למעט חלק של האזורשהוקצה לעישון בידי הנהלת המקום, אם הוקצה, ובלבד שעומד בתנאים הקבעים בחוק.",17,3,3,0,0,4,8,28,129,4.607,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"חשוב שתדעו כי מתחת למטרייה שנקראת ""קשיים בהתפתחות הילד"" מצוי ספקטרום נרחב של מצבים.",8,2,1,0,0,2,3,14,67,4.786,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"אם לא עשה כן - 5,000 ₪ קנסשוטרים או פקחים עירוניים שהוסמכו לכך, אחראים על אכיפת החוק ורשאים למסור דו""חות למעשן ו/או למחזיק במקום ציבורי.",12,5,1,0,0,1,6,26,105,4.038,4,7,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1
"חולים בסוכרת מבוגרים יכולים להסתדר בדרך כלל רק בעזרת דיאטה מתאימה או בעזרת שילוב של דיאטה ושל כדורים, ללא צורך בנטילת אינסולין, לפחות בשנים הראשונות אחרי גילוי מחלתם.",13,2,5,0,0,5,3,28,136,4.857,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ככלל, יש לתאם עימן מראש את הצורך בחמצן במהלך הטיסה.",4,2,2,0,0,2,2,10,40,4.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"מוסד להשכלה גבוהה או מוסד לחינוך על תיכוני שתלמידיו בגיל העולה על 18 שנים לרבות מגורי תלמידים למעט חדר נפרד שהוקצה לעישון וחדר מגורי המעשנים, חדרי הנהלה וסגל.",19,0,1,0,3,3,2,28,129,4.607,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
הבעיה העיקרית היא הירידה החדה ברמת הסוכר בדם בעקבות מנה גבוהה מדי של אינסולין (יחסית לכמות המזון).,13,0,1,1,0,2,3,17,79,4.647,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"מומלץ להצטייד גם בתרשימים רפואיים העלולים להיות רלוונטיים, דוגמת תרשים א.ק.ג עדכני אם סובלים ממחלת־לב – ודרכי התקשרות (טלפון, טלפון נייד, פקס, דואר אלקטרוני) של הרופא או הרופאה הקרדיולוגים המטפלים בכם בארץ.",20,3,4,0,2,2,11,34,164,4.824,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"במסעדות, פאבים, אולמות שמחה ומקומות אחרים בהם העישון אסור, גודלו של חדר העישון אינו יכול לעלות על רבע מכלל השטח הפתוח לציבור.",14,3,2,0,1,2,4,22,100,4.545,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
איך מטפלים בעור?,1,1,0,0,0,0,1,3,13,4.333,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"הסיבות להופעת הסוכרת אינן ידועות עד היום, אף שמדובר במחלה נפוצה מאוד שחוקרים רבים עמלים על פיצוח סודותיה.",8,3,4,0,0,2,2,18,86,4.778,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"כלומר, אפילו יום עבודה אחד בחודש ייחשב לך כחודש עבודה.",5,1,2,0,0,1,2,10,43,4.3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"פגיעה מנשק שהיה מיועד לפעולות איבה של כוחות אויב, או פגיעה מנשק שהיה מיועד נגד פעולה כזאת.",10,0,1,0,2,2,2,17,72,4.235,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"החוקרים מניחים שהגורם למחלה הוא הפרעה במערכת החיסון, שמסיבות לא ברורות פועלת נגד תאי הלבלב המייצרים את האינסולין והורסת אותם.",11,4,1,1,0,2,2,20,104,5.2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"עם זאת מומלץ, כמובן, שתמשיכו לעקוב בקפידה אחרי התפתחות הילד.",4,2,1,0,0,2,3,10,48,4.8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"אלה - בשילוב עם הסיכונים הספציפיים בארצות היעד - מאפשרים ""לתפור"" בעבור כל מטיילת ומטייל את ההמלצות הספציפיות על החיסונים הנדרשים, התרופות שיש להביא מהארץ והדרך המיטבית להתנהל, מבחינה בריאותית, לפני הנסיעה, במהלך הנסיעה ואחרי הנסיעה.",16,4,6,0,0,6,9,34,188,5.529,0,9,0,5,0,0,0,0,0,0,0,2,0,0,0,2,0
הוא ילמד כי יש מי שמקשיב לו ונענה לדרישותיו.,2,3,0,0,0,0,1,9,35,3.889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
זוהי תופעה שכיחה הנובעת מהצטברות חומר צהוב המכונה בילירובין.,6,1,0,0,1,0,1,9,51,5.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
מומלץ שרופא ילדים יבדוק את התינוק כשבוע אחרי השחרור מבית החולים.,7,1,0,0,0,3,1,11,53,4.818,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
היכן ניתן לשלם?,0,2,1,0,0,0,1,3,12,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
במקרה זה ניתן להיות זכאי לתגמולים החל מיום 201,2,2,2,0,1,1,0,9,38,4.222,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
האחריות למניעת חשיפת הציבור לעישון כפוי חלה גם על מניעת חשיפת העובדים במקום ציבורי.,11,1,0,0,0,1,1,14,69,4.929,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
